,Hat information value,Clothes information value,Earring information value,Mouth information value,Eyes information value,Fur information value,Background information value,Type information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,6.403340934221173,6.66831314429646,0.5456938576325039,8.535046613432995,6.6225094546833345,6.4626381179049455,4.834606895291903,1.7482965198524603,0.0006865072891326605,0,1,0.6408572065632887
1,6.524477371722808,2.2710180453633138,4.13668014598143,3.3130331008422287,5.196244699981237,5.360414609313155,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,2,0.4726718531309647
2,5.55104709212671,5.802330492268147,0.5456938576325039,4.440115101278806,5.314170424543927,4.887799834457496,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,3,0.46865650354073385
3,5.22163001840115,6.589086453145884,5.789619440518592,3.3130331008422287,5.000457635226958,5.007799610568126,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,4,0.5358020616519772
4,5.90141026597615,2.2710180453633138,0.5456938576325039,4.783305666586391,4.808728263466297,5.360414609313155,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,5,0.42468858916907004
5,5.5087672886341466,6.6225094546833345,0.5456938576325039,5.847722395082161,3.0823814161012346,3.471492915791087,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,6,0.4462441258962852
6,2.0631323641566515,6.022596612496207,5.789619440518592,6.881042468282188,4.367480884864605,6.13065635835366,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,7,0.5399895435954899
7,6.22163001840115,5.35104642677896,4.967873426155367,5.943029355177889,4.808728263466297,4.455091308851597,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,8,0.5484357333096959
8,5.567227019182145,6.42283710984697,0.5456938576325039,5.943029355177889,5.783305666586391,3.635245442610796,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,9,0.48945858548310495
9,7.067920603005697,7.472762335178652,0.5456938576325039,4.564517731924159,7.0833506435753035,5.052653846352387,4.674142223098657,1.7482965198524603,0.0006865072891326605,0,10,0.5855214389923847
10,2.0631323641566515,6.022596612496207,6.413056089054384,4.440115101278806,4.960731356911348,5.243131087612072,3.552388510206512,0.5107217188823229,0.0006865072891326605,0,11,0.5088495175254466
11,2.0631323641566515,6.75214473509993,0.5456938576325039,4.341738684552732,3.0823814161012346,4.887799834457496,3.552388510206512,0.5107217188823229,0.0006865072891326605,0,12,0.3943829574513476
12,6.318728706506231,2.2710180453633138,0.5456938576325039,3.3130331008422287,4.367480884864605,3.471492915791087,3.556420264225562,0.5107217188823229,0.0006865072891326605,0,13,0.37321453007742533
13,7.067920603005697,7.6225094546833345,5.9714577635044055,5.6112821992600805,6.067920603005697,6.881042468282188,4.780159111269526,1.7482965198524603,0.0006865072891326605,0,14,0.7010817978201077
14,5.4626381179049455,5.90141026597615,6.413056089054384,2.6380909958821968,3.0823814161012346,5.55104709212671,3.556420264225562,0.5107217188823229,0.0006865072891326605,0,15,0.5074687408493779
15,5.4626381179049455,6.022596612496207,0.5456938576325039,3.3130331008422287,4.367480884864605,6.13065635835366,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,16,0.45705074959199615
16,5.55104709212671,2.2710180453633138,0.5456938576325039,3.3130331008422287,5.000457635226958,3.471492915791087,3.5231616442801417,0.5107217188823229,0.0006865072891326605,0,17,0.3706406970921753
17,5.524477371722808,6.8543251299064085,0.5456938576325039,2.6380909958821968,5.874316605093874,4.59460345811345,3.498388142854147,0.5107217188823229,0.0006865072891326605,0,18,0.4603458846155523
18,7.146776023716937,7.472762335178652,5.291592576568718,4.005960610904346,5.6567251700212475,4.860958222238855,4.780159111269526,1.7482965198524603,0.0006865072891326605,0,19,0.6277214457007647
19,5.90141026597615,6.000457635226958,0.5456938576325039,3.3130331008422287,4.767641071423099,4.700668517608844,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,20,0.44854785663141905
20,5.957173537498158,5.929022497184009,3.9968006116188692,5.847722395082161,4.808728263466297,4.700668517608844,3.556420264225562,0.5107217188823229,0.0006865072891326605,0,21,0.5410506472587859
21,5.529752313763482,2.2710180453633138,0.5456938576325039,6.535046613432995,3.0823814161012346,5.834606895291903,3.5231616442801417,0.5107217188823229,0.0006865072891326605,0,22,0.4265074134796963
22,2.0631323641566515,5.828093588333228,0.5456938576325039,2.6380909958821968,3.0823814161012346,3.635245442610796,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,23,0.3337026953918126
23,6.163077836046037,2.2710180453633138,3.9968006116188692,5.847722395082161,5.633824767911169,6.060267030462262,3.552388510206512,0.5107217188823229,0.0006865072891326605,0,24,0.521567446929016
24,5.22163001840115,6.24747002333641,0.5456938576325039,3.3130331008422287,5.783305666586391,4.700668517608844,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,25,0.45658647402128943
25,4.605701166996781,6.037546953962178,0.5456938576325039,2.6380909958821968,4.808728263466297,3.635245442610796,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,26,0.4015819350114976
26,5.567227019182145,6.452584453241022,0.5456938576325039,7.645229531183418,5.847722395082161,4.59460345811345,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,27,0.5307727981827693
27,6.524477371722808,5.35104642677896,3.9968006116188692,6.0833506435753035,4.085291054144738,6.13065635835366,3.5231616442801417,0.5107217188823229,0.0006865072891326605,0,28,0.5548151890390864
28,7.922069736542243,7.196244699981237,0.5456938576325039,6.691772117120448,5.929022497184009,6.0833506435753035,4.7707604132672765,1.7482965198524603,0.0006865072891326605,0,29,0.6265565317762811
29,5.860958222238855,6.000457635226958,4.13668014598143,2.6380909958821968,5.114714814484638,4.59460345811345,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,30,0.4963059157726667
30,4.605701166996781,5.957173537498158,0.5456938576325039,3.3130331008422287,4.085291054144738,3.635245442610796,3.552388510206512,0.5107217188823229,0.0006865072891326605,0,31,0.40157359238826756
31,5.55104709212671,5.251822047876117,0.5456938576325039,4.783305666586391,5.847722395082161,5.007799610568126,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,32,0.47551475936826665
32,6.24747002333641,6.556420264225562,5.789619440518592,4.783305666586391,4.831346566128317,3.4525844532410224,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,33,0.5471078925137431
33,6.163077836046037,6.13065635835366,0.5456938576325039,4.783305666586391,4.367480884864605,6.13065635835366,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,34,0.4912238815298487
34,4.605701166996781,2.2710180453633138,0.5456938576325039,4.783305666586391,3.0823814161012346,4.455091308851597,3.498388142854147,0.5107217188823229,0.0006865072891326605,0,35,0.363985207583269
35,5.4626381179049455,6.022596612496207,4.82160955476303,8.337107235821087,6.4426003646684,5.007799610568126,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,36,0.613407624820267
36,6.828093588333228,2.2710180453633138,4.967873426155367,2.6380909958821968,3.0823814161012346,3.4525844532410224,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,37,0.417177439059481
37,2.0631323641566515,6.60014164165488,0.5456938576325039,5.0263196985389245,4.960731356911348,4.289354104372718,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,38,0.4218506633331587
38,7.6225094546833345,7.28265945179871,0.5456938576325039,5.572660905232773,6.3278887057917075,4.709620118453373,4.767641071423099,1.7482965198524603,0.0006865072891326605,0,39,0.591154950397785
39,5.860958222238855,5.561813522995781,0.5456938576325039,7.13065635835366,5.874316605093874,3.471492915791087,3.498388142854147,0.5107217188823229,0.0006865072891326605,0,40,0.49732862822231855
40,2.0631323641566515,5.251822047876117,0.5456938576325039,5.721642646702586,4.085291054144738,4.700668517608844,3.4727623351786527,0.5107217188823229,0.0006865072891326605,0,41,0.4038183118030298
41,4.605701166996781,2.2710180453633138,0.5456938576325039,6.18788122704661,4.831346566128317,5.007799610568126,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,42,0.4213000413822077
42,5.22163001840115,6.022596612496207,0.5456938576325039,4.341738684552732,5.7707604132672765,3.471492915791087,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,43,0.45079019882026095
43,6.679994949344095,6.122663567600129,0.5456938576325039,4.341738684552732,5.472762335178652,6.060267030462262,3.5231616442801417,0.5107217188823229,0.0006865072891326605,0,44,0.5096330361552818
44,7.393690764187454,6.24747002333641,3.9968006116188692,4.341738684552732,4.367480884864605,3.4525844532410224,3.556420264225562,0.5107217188823229,0.0006865072891326605,0,45,0.518979055957694
45,2.0631323641566515,6.000457635226958,3.9968006116188692,7.13065635835366,6.4426003646684,4.86428623995661,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,46,0.5292892216169616
46,6.802330492268147,6.8543251299064085,5.291592576568718,4.005960610904346,6.264957450065251,6.894589000120136,4.789619440518592,1.7482965198524603,0.0006865072891326605,0,47,0.6535947137305096
47,5.5087672886341466,2.2710180453633138,0.5456938576325039,2.6380909958821968,4.808728263466297,4.59460345811345,3.498388142854147,0.5107217188823229,0.0006865072891326605,0,48,0.3735428000152811
48,5.22163001840115,6.589086453145884,0.5456938576325039,2.6380909958821968,3.0823814161012346,3.4525844532410224,3.552388510206512,0.5107217188823229,0.0006865072891326605,0,49,0.39218516638967393
49,2.0631323641566515,2.2710180453633138,4.13668014598143,5.847722395082161,5.472762335178652,3.4525844532410224,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,50,0.41815038343045524
50,7.067920603005697,7.815154532625731,0.5456938576325039,4.783305666586391,5.000457635226958,5.360414609313155,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,51,0.5304589811071302
51,5.5087672886341466,6.230192031904574,0.5456938576325039,7.841149741158675,5.472762335178652,5.243131087612072,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,52,0.5329171707238243
52,2.0631323641566515,7.715618859074816,5.309626499398979,7.114714814484638,5.477851211851452,6.030052417415254,4.834606895291903,1.7482965198524603,0.0006865072891326605,0,53,0.617464774816716
53,5.4626381179049455,5.929022497184009,0.5456938576325039,5.388889777923633,3.0823814161012346,4.289354104372718,3.5231616442801417,0.5107217188823229,0.0006865072891326605,0,54,0.4402908434209492
54,2.0631323641566515,6.213118518545633,0.5456938576325039,7.337107235821086,4.960731356911348,3.471492915791087,3.5231616442801417,0.5107217188823229,0.0006865072891326605,0,55,0.43865574370309496
55,6.318728706506231,6.13065635835366,0.5456938576325039,2.6380909958821968,4.767641071423099,4.877675617183789,3.556420264225562,0.5107217188823229,0.0006865072891326605,0,56,0.44969604113474015
56,5.567227019182145,5.828093588333228,0.5456938576325039,6.0833506435753035,5.783305666586391,5.55104709212671,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,57,0.5118524204831728
57,5.524477371722808,6.022596612496207,3.9968006116188692,7.645229531183418,4.1712983428510055,5.243131087612072,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,58,0.5615752141349342
58,6.524477371722808,6.42283710984697,0.5456938576325039,5.721642646702586,4.831346566128317,5.243131087612072,3.556420264225562,0.5107217188823229,0.0006865072891326605,0,59,0.5111541778211619
59,2.0631323641566515,7.472762335178652,5.291592576568718,8.300581359795972,5.929022497184009,5.583590465391032,4.7959609673924195,1.7482965198524603,0.0006865072891326605,0,60,0.6311188549324321
60,6.163077836046037,5.828093588333228,4.13668014598143,2.6380909958821968,4.960731356911348,6.13065635835366,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,61,0.5178329763704255
61,5.4626381179049455,5.950084112711839,0.5456938576325039,3.3130331008422287,7.393690764187454,4.700668517608844,3.498388142854147,0.5107217188823229,0.0006865072891326605,0,62,0.480792400609692
62,2.0631323641566515,7.037546953962178,0.5456938576325039,4.564517731924159,6.015179140933724,4.709620118453373,4.589086453145884,1.7482965198524603,0.0006865072891326605,0,63,0.4792317487952353
63,6.789619440518592,2.2710180453633138,0.5456938576325039,4.005960610904346,5.529752313763482,4.709620118453373,4.589086453145884,1.7482965198524603,0.0006865072891326605,0,64,0.4626203922985705
64,6.589086453145884,6.66831314429646,0.5456938576325039,4.005960610904346,4.35104642677896,4.860958222238855,4.834606895291903,1.7482965198524603,0.0006865072891326605,0,65,0.5149497443147941
65,6.6225094546833345,2.2710180453633138,4.13668014598143,7.163077836046037,5.472762335178652,4.59460345811345,3.532397035019046,0.5107217188823229,0.0006865072891326605,0,66,0.5256734362245832
66,2.0631323641566515,7.535046613432995,5.291592576568718,4.564517731924159,6.894589000120136,6.0833506435753035,4.834606895291903,1.7482965198524603,0.0006865072891326605,0,67,0.5978692459768815
67,7.114714814484638,5.35104642677896,0.5456938576325039,2.6380909958821968,4.085291054144738,3.635245442610796,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,68,0.4184239161745704
68,8.413056089054384,2.2710180453633138,0.5456938576325039,4.564517731924159,4.35104642677896,5.645229531183418,4.7959609673924195,1.7482965198524603,0.0006865072891326605,0,69,0.49550169561485335
69,5.179565958834607,6.122663567600129,0.5456938576325039,3.3130331008422287,4.767641071423099,3.4525844532410224,3.4240644132309725,0.5107217188823229,0.0006865072891326605,0,70,0.41859400105012695
70,7.022596612496207,5.950084112711839,4.967873426155367,3.3130331008422287,3.0823814161012346,5.360414609313155,3.5310740683597275,0.5107217188823229,0.0006865072891326605,0,71,0.5170064531041895
