,Dance information value,Music information value,Background information value,Expression information value,Ears information value,Nose information value,Mouth information value,Head information value,Neck information value,Top information value,Eyewear information value,Eyes information value,Fur information value,Sex information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,3.061300186760664,4.522840788813359,4.0,3.6620035364849843,6.811978948583052,4.145605322246899,3.4406550334581136,4.687799537362322,4.917024972742232,5.1127866970487705,6.1791879227712805,6.546245393148302,5.316168825598678,0.5168420481919157,0.0,0,0,0.6361922776407418
1,2.750493979010853,4.597714408130003,4.158429362604483,3.9040080870753973,3.129102691334971,4.282087830355571,3.4406550334581136,5.107803289534515,5.299027692777283,1.4131151871478154,0.859090493458338,2.908334012478187,5.580353247468567,0.5168420481919157,0.0,0,1,0.48479552926500225
2,3.131629303260768,4.473931188332412,4.158429362604483,3.793856930308627,3.6474674433271037,4.006941609418847,6.9839316313723465,4.717856771218502,5.299027692777283,1.4131151871478154,0.859090493458338,8.243318260190996,7.28771237954945,0.5168420481919157,0.0,0,2,0.5918321402906499
3,2.6029637591278236,5.828280760912152,5.480357457491845,3.6620035364849843,4.80793211552035,1.5950968778548693,4.155855418940657,6.658355759469839,1.5170484866326899,1.4131151871478154,0.859090493458338,6.356975041986563,5.820106829466452,0.5168420481919157,0.0,0,3,0.5184346831593957
4,2.715959736045904,5.853084151912725,3.9170249727422317,5.658355759469839,3.950090477556942,3.1028370366411653,4.155855418940657,1.8385637341740129,1.5170484866326899,1.4131151871478154,4.706511797624493,6.417347659966045,5.327710447481368,0.5168420481919157,0.0,0,4,0.5165775155966299
5,2.750493979010853,4.499809820158018,6.0303245368567975,7.429731384421878,1.5929192245494992,3.1028370366411653,6.573466861883326,1.8385637341740129,5.04930764022437,1.4131151871478154,0.859090493458338,5.779917739350753,3.8804446153047176,0.5168420481919157,0.0,0,5,0.5188678462755726
6,2.715959736045904,7.480357457491845,6.0303245368567975,3.6620035364849843,1.5929192245494992,3.1610079067062595,4.155855418940657,1.8385637341740129,3.8804446153047176,4.553002759323611,5.5328248773859805,2.8698598646635514,3.809954113105561,1.731685386824772,0.0,0,6,0.5360354020107165
7,2.718806225047366,4.522840788813359,3.977099597889921,3.925768605814208,3.6474674433271037,3.640253953094529,1.6601784950766576,4.740817919661812,1.5170484866326899,5.221623189091677,4.414268267034073,2.8698598646635514,3.9411986463838136,1.731685386824772,0.0,0,7,0.49067874510436293
8,2.7563309190331373,4.549620119928959,5.480357457491845,1.9094175236375577,4.359934417467107,3.084364376569687,3.5311560570253624,4.687799537362322,5.299027692777283,6.28771237954945,4.542878542049904,2.908334012478187,6.107803289534515,0.5168420481919157,0.0,0,8,0.5664374881656434
9,2.718806225047366,4.546245393148302,5.580353247468567,2.3032939207483114,3.129102691334971,1.5950968778548693,1.6601784950766576,5.102837036641166,4.917024972742232,1.4131151871478154,5.04930764022437,6.221623189091677,4.405069330187608,0.5168420481919157,0.0,0,9,0.4970485038850011
