,head information value,background information value,body information value,hair information value,face information value,piercing information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,3.3262626851512533,3.7388904710906985,5.153286059328523,5.158429362604483,4.457989644463391,0.4418303451653883,0.5026686647697253,0,0,0.45364757252810844
1,4.342268543171538,3.7524370029286462,5.02561753417927,5.594225422050124,6.276485124126195,0.4418303451653883,0.5026686647697253,0,1,0.5165023447587885
2,3.4204336398397874,3.8303315004769143,5.054092702789747,7.356975041986563,3.9170249727422317,0.4418303451653883,0.5026686647697253,0,2,0.48837907056465774
3,3.417347659966045,3.9235777245413974,4.979373349410042,6.878321443411748,3.9170249727422317,0.4418303451653883,0.5026686647697253,0,3,0.4791542571383716
4,3.4204336398397874,3.9126729482025246,7.5328248773859805,5.158429362604483,3.748553568441418,0.4418303451653883,0.5026686647697253,0,4,0.49224367819111364
5,3.262572817270941,3.7388904710906985,5.058893689053568,5.243318260190996,3.9170249727422317,0.4418303451653883,0.5026686647697253,0,5,0.4414167054066427
6,4.342268543171538,3.9235777245413974,5.054092702789747,5.163591067720262,3.9170249727422317,4.2792837574788685,1.9307102872844653,0,6,0.5697749060833053
7,4.342268543171538,3.853084151912725,5.058893689053568,5.205563338195578,3.8783214434117474,0.4418303451653883,0.5026686647697253,0,7,0.4636701796907465
8,3.4050693301876085,4.519528054772523,4.917024972742232,5.828280760912152,3.950090477556942,3.213570916796944,1.9307102872844653,0,8,0.552921477877676
9,3.4204336398397874,3.8303315004769143,4.820106829466452,5.321928094887363,6.34519787421021,0.4418303451653883,0.5026686647697253,0,9,0.4915483220374331
10,3.346664773208869,3.857259827883918,7.221623189091677,5.058893689053568,4.166178862209418,3.213570916796944,1.9307102872844653,0,10,0.5734462589943458
11,3.392894616241506,3.853084151912725,5.153286059328523,5.237863830098888,3.86775220170156,0.4418303451653883,0.5026686647697253,0,11,0.4470761215276723
12,3.4050693301876085,3.7524370029286462,4.853084151912725,5.861447624847352,3.8180705623099334,0.4418303451653883,0.5026686647697253,0,12,0.4507649063704689
13,3.3262626851512533,3.758281825403299,4.9389842253183724,4.943416471633633,3.9523220248555244,0.4418303451653883,0.5026686647697253,0,13,0.4354137116721272
14,3.365871442474959,3.9235777245413974,4.908334012478187,5.163591067720262,3.8180705623099334,0.4418303451653883,0.5026686647697253,0,14,0.4405951101242885
15,3.262572817270941,3.855170479161191,7.50635266602479,5.0782590139204995,3.8783214434117474,0.4418303451653883,0.5026686647697253,0,15,0.48841528696038244
16,3.346664773208869,3.7388904710906985,4.979373349410042,5.828280760912152,5.636660688370521,0.4418303451653883,0.5026686647697253,0,16,0.4874034853863723
17,3.4050693301876085,3.853084151912725,4.934565554051367,5.248793390257147,5.844768883700721,0.4418303451653883,0.5026686647697253,0,17,0.4825524513453668
18,8.287712379549449,3.9367731980030185,4.9389842253183724,4.904008087075397,8.828280760912152,0.4418303451653883,6.429731384421878,0,18,0.7521306697355371
19,3.262572817270941,3.7524370029286462,5.011587974275212,5.248793390257147,5.930160374931366,0.4418303451653883,0.5026686647697253,0,19,0.4809447301552194
20,3.3262626851512533,4.997693532616831,4.9839316313723465,5.148161027150656,3.748553568441418,0.4418303451653883,0.5026686647697253,0,20,0.46101097471267305
21,13.287712379549449,3.7838866415536985,5.1127866970487705,13.287712379549449,9.380821783940931,0.4418303451653883,0.5026686647697253,2,21,4.087523126433255
22,3.262572817270941,3.7838866415536985,4.9389842253183724,5.058893689053568,3.9170249727422317,0.4418303451653883,0.5026686647697253,0,22,0.4362520297113242
23,3.365871442474959,5.39896913065119,5.0685438590872876,5.878321443411748,3.9523220248555244,0.4418303451653883,0.5026686647697253,0,23,0.4900752195254801
24,3.4204336398397874,3.855170479161191,5.058893689053568,5.04930764022437,5.993091630657823,3.213570916796944,1.9307102872844653,0,24,0.5679951001967264
25,4.342268543171538,3.855170479161191,5.020925838854548,4.943416471633633,6.0303245368567975,0.4418303451653883,0.5026686647697253,0,25,0.5005918151601114
26,3.392894616241506,3.758281825403299,5.0350469470992,5.321928094887363,3.748553568441418,3.2584251525812045,1.9307102872844653,0,26,0.5266650511752866
27,3.417347659966045,3.758281825403299,4.979373349410042,5.321928094887363,3.9523220248555244,3.2584251525812045,1.9307102872844653,0,27,0.5301013174532084
28,3.4204336398397874,4.997693532616831,4.952322024855524,5.748553568441418,3.9523220248555244,0.4418303451653883,0.5026686647697253,0,28,0.47827162365234277
29,3.3262626851512533,3.855170479161191,4.853084151912725,6.587272661408357,3.86775220170156,0.4418303451653883,0.5026686647697253,0,29,0.46668550791391833
30,3.262572817270941,3.9367731980030185,4.853084151912725,5.243318260190996,3.748553568441418,3.213570916796944,1.9307102872844653,0,30,0.5215418097748977
31,3.3262626851512533,3.9126729482025246,4.997693532616831,5.04930764022437,3.86775220170156,0.4418303451653883,0.5026686647697253,0,31,0.44008218709630936
32,3.417347659966045,3.8303315004769143,6.480357457491845,5.748553568441418,3.8180705623099334,0.4418303451653883,0.5026686647697253,0,32,0.48271932664086376
33,3.4204336398397874,4.874084450525277,4.956795501434833,5.137965260044767,4.166178862209418,0.4418303451653883,0.5026686647697253,0,33,0.46799820616136517
34,3.4204336398397874,3.9126729482025246,5.0350469470992,7.828280760912152,3.748553568441418,0.4418303451653883,0.5026686647697253,0,34,0.49567049617667763
35,3.346664773208869,3.9235777245413974,4.917024972742232,6.454822365384707,3.950090477556942,0.4418303451653883,0.5026686647697253,0,35,0.468729531364952
36,3.262572817270941,3.7524370029286462,4.853084151912725,5.594225422050124,4.604717795867766,0.4418303451653883,0.5026686647697253,0,36,0.45827138275567647
37,3.3262626851512533,3.853084151912725,4.917024972742232,5.55979192498625,3.8180705623099334,0.4418303451653883,0.5026686647697253,0,37,0.4464657997175479
38,3.365871442474959,3.8303315004769143,4.997693532616831,5.878321443411748,3.9523220248555244,3.213570916796944,1.9307102872844653,0,38,0.5410631053530677
39,8.380821783940931,3.7838866415536985,7.221623189091677,4.904008087075397,3.86775220170156,0.4418303451653883,6.429731384421878,0,39,0.697610436275386
40,3.4204336398397874,3.7838866415536985,5.058893689053568,5.321928094887363,4.457989644463391,0.4418303451653883,0.5026686647697253,0,40,0.4577953086080689
41,3.417347659966045,3.7838866415536985,7.221623189091677,5.04930764022437,4.684086034563258,0.4418303451653883,0.5026686647697253,0,41,0.4998777739607194
42,3.346664773208869,4.874084450525277,4.820106829466452,5.092955525127201,3.748553568441418,4.2792837574788685,1.9307102872844653,0,42,0.5594552306156841
43,3.417347659966045,3.9367731980030185,5.011587974275212,5.248793390257147,3.9523220248555244,0.4418303451653883,0.5026686647697253,0,43,0.448309715054782
44,3.3262626851512533,4.997693532616831,5.0685438590872876,5.137965260044767,3.848920526971188,0.4418303451653883,0.5026686647697253,0,44,0.46449176097898204
45,3.4050693301876085,3.9235777245413974,4.908334012478187,5.205563338195578,4.166178862209418,0.4418303451653883,0.5026686647697253,0,45,0.4491441279241195
46,3.262572817270941,3.7388904710906985,4.917024972742232,5.148161027150656,3.86775220170156,0.4418303451653883,0.5026686647697253,0,46,0.43571510820186415
47,8.333516069162574,3.9126729482025246,5.622376462364273,4.904008087075397,3.848920526971188,0.4418303451653883,5.622376462364273,0,47,0.6509309599418384
48,3.392894616241506,4.997693532616831,4.956795501434833,5.748553568441418,6.189680296588922,3.213570916796944,1.9307102872844653,0,48,0.6060069889327031
49,3.346664773208869,3.855170479161191,4.997693532616831,5.163591067720262,3.8180705623099334,0.4418303451653883,0.5026686647697253,0,49,0.4406298736027356
50,3.4204336398397874,4.519528054772523,4.979373349410042,5.248793390257147,5.912672948202524,4.2792837574788685,1.9307102872844653,0,50,0.6032367671843644
51,3.365871442474959,3.853084151912725,4.891107598367591,5.148161027150656,6.0303245368567975,0.4418303451653883,0.5026686647697253,0,51,0.48259760721432043
52,3.379319758775699,3.8303315004769143,5.020925838854548,5.205563338195578,6.189680296588922,0.4418303451653883,0.5026686647697253,0,52,0.4893143293628217
53,3.4204336398397874,3.9235777245413974,4.952322024855524,4.943416471633633,3.86775220170156,3.2584251525812045,1.9307102872844653,0,53,0.5236936954293824
54,3.379319758775699,3.8303315004769143,5.153286059328523,5.321928094887363,3.9523220248555244,0.4418303451653883,0.5026686647697253,0,54,0.4497109877268616
55,4.448508591452505,3.9367731980030185,4.917024972742232,5.205563338195578,6.405069330187608,0.4418303451653883,0.5026686647697253,0,55,0.5149471102530275
56,3.392894616241506,3.8303315004769143,5.0350469470992,5.044538396076498,6.189680296588922,3.213570916796944,1.9307102872844653,0,56,0.5702971513183034
57,3.365871442474959,3.7524370029286462,5.02561753417927,5.237863830098888,5.844768883700721,0.4418303451653883,0.5026686647697253,0,57,0.4813630841552984
58,3.4050693301876085,4.519528054772523,4.956795501434833,5.28771237954945,3.8783214434117474,0.4418303451653883,0.5026686647697253,0,58,0.45788084289702025
59,3.379319758775699,3.7524370029286462,5.0350469470992,5.321928094887363,3.848920526971188,0.4418303451653883,0.5026686647697253,0,59,0.44374578980268703
60,3.392894616241506,3.758281825403299,5.011587974275212,5.0782590139204995,4.166178862209418,0.4418303451653883,0.5026686647697253,0,60,0.44513086712646244
61,3.4050693301876085,3.7388904710906985,4.820106829466452,5.137965260044767,4.604717795867766,0.4418303451653883,0.5026686647697253,0,61,0.4510963097433609
62,4.448508591452505,3.9367731980030185,4.853084151912725,5.321928094887363,4.684086034563258,0.4418303451653883,0.5026686647697253,0,62,0.48171799428426215
63,3.262572817270941,3.9235777245413974,4.9389842253183724,5.740817919661812,3.8783214434117474,0.4418303451653883,0.5026686647697253,0,63,0.4518436035564283
64,3.379319758775699,3.9126729482025246,6.392894616241506,5.0303245368567975,3.86775220170156,0.4418303451653883,0.5026686647697253,0,64,0.46854599105918776
65,3.379319758775699,3.8303315004769143,5.054092702789747,5.237863830098888,5.636660688370521,0.4418303451653883,0.5026686647697253,0,65,0.4796047974601183
66,3.365871442474959,3.857259827883918,4.934565554051367,4.943416471633633,3.86775220170156,3.213570916796944,1.9307102872844653,0,66,0.5200395029327098
67,3.346664773208869,5.39896913065119,5.058893689053568,7.0782590139204995,3.9523220248555244,0.4418303451653883,0.5026686647697253,0,67,0.5133971212597268
68,3.346664773208869,3.853084151912725,4.997693532616831,5.163591067720262,6.0303245368567975,0.4418303451653883,0.5026686647697253,0,68,0.48464503951985605
69,3.346664773208869,3.758281825403299,4.952322024855524,5.184424571137428,4.457989644463391,0.4418303451653883,0.5026686647697253,0,69,0.4509555745056917
70,3.365871442474959,3.7524370029286462,4.934565554051367,5.321928094887363,3.8783214434117474,3.2584251525812045,1.9307102872844653,0,70,0.5265937258406836
71,3.365871442474959,3.7388904710906985,6.480357457491845,5.163591067720262,3.9170249727422317,0.4418303451653883,0.5026686647697253,0,71,0.4701943704011473
72,4.342268543171538,3.853084151912725,4.853084151912725,5.137965260044767,5.622376462364273,0.4418303451653883,0.5026686647697253,0,72,0.49295790795735084
73,3.346664773208869,3.7838866415536985,5.054092702789747,5.205563338195578,5.636660688370521,0.4418303451653883,0.5026686647697253,0,73,0.47738627603004924
74,3.392894616241506,3.7524370029286462,4.820106829466452,5.205563338195578,6.189680296588922,0.4418303451653883,0.5026686647697253,0,74,0.48403413188017697
75,3.346664773208869,3.9367731980030185,5.622376462364273,4.904008087075397,11.287712379549449,0.4418303451653883,5.622376462364273,0,75,0.7002409509941349
76,3.379319758775699,3.8303315004769143,4.891107598367591,5.643856189774724,3.86775220170156,0.4418303451653883,0.5026686647697253,0,76,0.44921669728320246
77,3.417347659966045,3.9235777245413974,5.0350469470992,5.04930764022437,3.8180705623099334,0.4418303451653883,0.5026686647697253,0,77,0.4418677832970564
78,3.392894616241506,3.758281825403299,4.891107598367591,5.0782590139204995,3.9170249727422317,3.2584251525812045,1.9307102872844653,0,78,0.5223009693178529
