,??? information value,Chroma information value,Biome information value,Zone information value,Mode information value,Y Coordinate information value,X Coordinate information value,Level information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,11.689997971419446,1.7651854678136645,6.3324459668013615,6.631104282365877,0.095051382125667,4.799227041174204,5.309176187478514,4.269335922946723,0.0,0,0,0.49754195528940615
1,12.274960472140602,1.7651854678136645,6.01757262944795,4.274960472140601,5.989558253278353,4.84450792047507,4.930664564224784,2.256064851018952,0.0,0,1,0.5153300343247466
2,11.274960472140602,0.7314452559884341,6.380142708832658,7.0081739314457,5.989558253278353,4.966621442001195,5.309176187478514,4.266531850070021,0.0,0,2,0.5588056650923044
3,13.274960472140602,0.7314452559884341,7.187497630890262,7.392317422778761,5.989558253278353,4.755324219297389,4.935110469255977,5.513409239696123,0.0,1,3,1.89785660321116
4,13.274960472140602,0.7314452559884341,5.57452075399951,5.533493485739455,5.989558253278353,5.274960472140601,6.8486957174385035,2.256064851018952,0.0,1,4,1.845586546789481
5,13.274960472140602,1.7651854678136645,6.602535130169106,4.274960472140601,5.989558253278353,6.145677455195635,5.309176187478514,2.256064851018952,0.0,1,5,1.8472220716821872
6,13.274960472140602,0.7314452559884341,6.660250628025393,7.0081739314457,5.989558253278353,4.84450792047507,5.274960472140601,4.266531850070021,0.0,1,6,1.8768163859211817
7,13.274960472140602,0.7314452559884341,7.392317422778761,7.520072969977133,5.989558253278353,6.145677455195635,6.815528853503304,2.256064851018952,0.0,1,7,1.902066541548359
8,12.274960472140602,0.7314452559884341,5.513409239696123,4.005833792991184,5.989558253278353,4.948530985018299,4.930664564224784,2.2777809912029805,0.0,0,8,0.4948731581070911
9,13.274960472140602,0.7314452559884341,5.513409239696123,6.380142708832658,5.989558253278353,4.939570117446676,5.309176187478514,4.266531850070021,0.0,1,9,1.8567938404292574
10,12.274960472140602,1.7651854678136645,5.520072969977133,4.779105445253431,5.989558253278353,4.755324219297389,4.78712043831755,2.256064851018952,0.0,0,10,0.5125792066670615
11,13.274960472140602,0.7314452559884341,5.602535130169106,4.779105445253431,9.815528853503304,6.832016976291873,4.832016976291873,2.256064851018952,0.0,1,11,1.8777080731595133
12,13.274960472140602,0.7314452559884341,5.8912561796665495,5.150839160311414,5.989558253278353,4.962077516856246,5.362071135910639,2.2777809912029805,0.0,1,12,1.8231534572115595
13,13.274960472140602,3.2820221359747874,6.660250628025393,6.917408467522518,5.989558253278353,4.966621442001195,5.309176187478514,4.24429333589366,0.0,1,13,1.9083773307989758
14,13.274960472140602,0.7314452559884341,6.027032958697016,4.274960472140601,5.989558253278353,6.05579195167844,4.878355690958743,2.256064851018952,0.0,1,14,1.8213062198407863
15,13.274960472140602,1.7651854678136645,6.95303237725324,6.751398516083588,5.989558253278353,4.857107957254704,4.823749360308272,5.448411984849686,0.0,1,15,1.898876002099582
16,13.274960472140602,0.7314452559884341,6.971179723963498,6.917408467522518,5.989558253278353,5.274960472140601,4.832016976291873,4.24429333589366,0.0,1,16,1.8790726305364913
17,12.274960472140602,0.7314452559884341,5.547040017577403,5.7051048638096535,5.989558253278353,6.05579195167844,4.980339723248974,3.4404894221563795,0.0,0,17,0.5441819549976136
18,13.274960472140602,1.7651854678136645,5.520072969977133,5.7051048638096535,5.989558253278353,5.3265932405559235,6.105035470698289,3.4404894221563795,0.0,1,18,1.865581182788363
19,13.274960472140602,1.7651854678136645,6.493600758615942,4.998836066866364,5.989558253278353,6.145677455195635,6.095051382125667,2.2777809912029805,0.0,1,19,1.864530539484155
20,13.274960472140602,1.7651854678136645,6.493600758615942,4.005833792991184,5.989558253278353,5.274960472140601,5.309176187478514,2.2777809912029805,0.0,1,20,1.8322919661064359
21,13.274960472140602,0.7314452559884341,5.602535130169106,4.799227041174204,5.989558253278353,4.755324219297389,4.823749360308272,5.392317422778761,0.0,1,21,1.8441923848831188
22,13.274960472140602,0.7314452559884341,6.027032958697016,4.779105445253431,9.815528853503304,4.939570117446676,6.783107375810927,2.256064851018952,0.0,1,22,1.8835866288281178
23,13.274960472140602,0.7314452559884341,6.815528853503304,7.751398516083588,5.989558253278353,4.930664564224784,4.962077516856246,4.24429333589366,0.0,1,23,1.8847195493503563
24,13.274960472140602,1.7651854678136645,6.689997971419445,5.8912561796665495,9.815528853503304,4.8196332518360405,6.135409119741809,3.4404894221563795,0.0,1,24,1.9228342224090496
25,13.274960472140602,0.7314452559884341,6.899921040793677,6.046141781644721,5.989558253278353,5.338322533138031,4.980339723248974,3.423211430724544,0.0,1,25,1.8601898289532757
26,12.274960472140602,0.7314452559884341,6.3324459668013615,7.783107375810927,5.989558253278353,5.269335922946723,4.823749360308272,4.283438626064906,0.0,0,26,0.5778041620496879
27,13.274960472140602,0.7314452559884341,6.2196780366394115,4.799227041174204,5.989558253278353,4.755324219297389,4.823749360308272,7.547040017577403,0.0,1,27,1.8779186743168201
28,13.274960472140602,0.7314452559884341,6.480544605790495,7.57452075399951,5.989558253278353,4.8196332518360405,4.823749360308272,2.2777809912029805,0.0,1,28,1.8515302259922106
29,13.274960472140602,0.7314452559884341,5.374093664159854,7.0081739314457,5.989558253278353,4.926232317909524,4.984941625207983,4.269335922946723,0.0,1,29,1.8586669735794776
30,13.274960472140602,0.7314452559884341,6.57452075399951,7.027032958697016,5.989558253278353,6.05579195167844,5.309176187478514,2.2777809912029805,0.0,1,30,1.866959339229448
31,13.274960472140602,0.7314452559884341,5.917408467522518,4.799227041174204,5.989558253278353,4.799227041174204,4.904273065333384,5.392317422778761,0.0,1,31,1.8495375051147027
32,13.274960472140602,0.7314452559884341,6.660250628025393,6.689997971419445,5.989558253278353,4.815528853503304,5.309176187478514,3.4404894221563795,0.0,1,32,1.8629579834153678
33,13.274960472140602,1.7651854678136645,5.386217223242342,4.274960472140601,5.989558253278353,4.8196332518360405,4.962077516856246,2.256064851018952,0.0,1,33,1.8120649579767636
34,12.274960472140602,0.7314452559884341,6.602535130169106,6.252592659112147,5.989558253278353,4.8196332518360405,4.930664564224784,4.266531850070021,0.0,0,34,0.5580915788995707
35,12.274960472140602,3.2820221359747874,6.356097234866007,4.005833792991184,5.989558253278353,6.8486957174385035,6.105035470698289,2.2777809912029805,0.0,0,35,0.5735692247223103
36,13.274960472140602,0.7314452559884341,6.392317422778761,6.4547815097254135,9.815528853503304,4.857107957254704,4.78712043831755,4.272145456533548,0.0,1,36,1.907660873289012
37,13.274960472140602,0.7314452559884341,6.046141781644721,6.917408467522518,5.989558253278353,5.3324459668013615,5.274960472140601,4.283438626064906,0.0,1,37,1.8743825548410336
38,13.274960472140602,0.7314452559884341,6.493600758615942,6.380142708832658,5.989558253278353,4.84450792047507,4.904273065333384,4.266531850070021,0.0,1,38,1.8626369261781115
39,13.274960472140602,0.7314452559884341,6.95303237725324,6.882643049361842,5.989558253278353,4.926232317909524,4.78712043831755,4.272145456533548,0.0,1,39,1.8739783347159193
40,13.274960472140602,0.7314452559884341,5.374093664159854,7.0081739314457,5.989558253278353,5.274960472140601,4.878355690958743,4.266531850070021,0.0,1,40,1.8615790873231273
41,13.274960472140602,1.7651854678136645,5.917408467522518,5.150839160311414,9.815528853503304,6.899921040793677,6.799227041174204,2.2777809912029805,0.0,1,41,1.9236663574591137
