,Status information value,Level information value,Legendary information value,Hat information value,Eyes information value,Body Accessory information value,Mouth information value,Head Accessory information value,Fur information value,Augmentation information value,Clothes information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,2.8486578639646787,1.2400896241960648,13.857786653503934,2.697284905948248,2.0760171416408038,0.945832977881962,0.9853041453972105,0.5298130508900509,0.23048077298908742,0.14568960241638906,0.18083788820554686,2.4920110181776667,1,1,3.3391316200867225
1,0.2944711946176361,1.2400896241960648,0.001847552288147062,5.513490745588118,6.4740823610298825,0.945832977881962,0.9853041453972105,0.5298130508900509,0.23048077298908742,0.14568960241638906,0.18083788820554686,2.4920110181776667,0,2,0.35179313095098314
2,0.2944711946176361,1.2400896241960648,0.001847552288147062,5.723360333283009,2.0760171416408038,4.950896057895417,0.9853041453972105,0.5298130508900509,0.23048077298908742,0.14568960241638906,0.18083788820554686,2.4920110181776667,0,3,0.34840840152936753
3,2.8486578639646787,1.2400896241960648,0.001847552288147062,2.697284905948248,4.670434580303438,0.945832977881962,4.487099246696717,0.5298130508900509,0.23048077298908742,0.14568960241638906,0.18083788820554686,1.6957100831296223,0,4,0.36361867469113873
4,2.8486578639646787,1.2400896241960648,0.001847552288147062,5.23207781043947,6.500234648885852,4.932974149898154,0.9853041453972105,0.5298130508900509,0.23048077298908742,0.14568960241638906,0.18083788820554686,1.8123682564731425,0,5,0.45541332054664085
5,0.2944711946176361,3.899233938072924,0.001847552288147062,5.13668746479675,2.0760171416408038,4.932974149898154,0.9853041453972105,0.5298130508900509,0.23048077298908742,0.14568960241638906,0.18083788820554686,2.4920110181776667,0,6,0.3863814118083134
6,0.2944711946176361,4.206734962325006,0.001847552288147062,5.1469802198045835,4.577015883373332,4.950896057895417,4.563165904612308,0.5298130508900509,0.23048077298908742,0.14568960241638906,0.18083788820554686,1.8123682564731425,0,7,0.49237675628166166
7,0.2944711946176361,1.2400896241960648,0.001847552288147062,2.697284905948248,6.4740823610298825,0.945832977881962,0.9853041453972105,4.660569960393882,0.23048077298908742,0.14568960241638906,0.18083788820554686,2.4920110181776667,0,8,0.37608919214572817
8,0.2944711946176361,6.228430033424325,0.001847552288147062,5.0896023287270085,4.705501811197353,0.945832977881962,0.9853041453972105,5.349992013305239,0.23048077298908742,0.14568960241638906,0.18083788820554686,1.6957100831296223,0,9,0.4778384815288879
9,4.448395717366233,7.927049315941049,0.001847552288147062,5.060125127650175,7.157346935362843,4.932974149898154,4.563165904612308,0.5298130508900509,0.23048077298908742,0.14568960241638906,0.18083788820554686,2.8388910323822856,0,10,0.702638395296141
10,0.2944711946176361,4.206734962325006,0.001847552288147062,5.235734834047559,4.577015883373332,4.950896057895417,0.9853041453972105,0.5298130508900509,0.23048077298908742,0.14568960241638906,0.18083788820554686,1.6957100831296223,0,11,0.42573355250202316
11,0.2944711946176361,1.2400896241960648,0.001847552288147062,2.697284905948248,4.670434580303438,0.945832977881962,0.9853041453972105,5.373970876239678,0.23048077298908742,0.14568960241638906,0.18083788820554686,2.4920110181776667,0,12,0.3559388114159324
12,4.448395717366233,1.2400896241960648,0.001847552288147062,5.13668746479675,4.670434580303438,4.950896057895417,4.463323958893618,0.5298130508900509,0.23048077298908742,0.14568960241638906,0.18083788820554686,2.8388910323822856,0,13,0.5329841819485921
13,2.8486578639646787,1.2400896241960648,0.001847552288147062,5.513490745588118,4.705501811197353,0.945832977881962,0.9853041453972105,0.5298130508900509,0.23048077298908742,0.14568960241638906,0.18083788820554686,1.6957100831296223,0,14,0.3515954650720181
14,4.448395717366233,1.2400896241960648,0.001847552288147062,6.116319667102788,4.577015883373332,0.945832977881962,0.9853041453972105,4.660569960393882,0.23048077298908742,0.14568960241638906,0.18083788820554686,1.8123682564731425,0,15,0.468431893474938
15,2.8486578639646787,1.2400896241960648,0.001847552288147062,5.23207781043947,4.577015883373332,0.945832977881962,0.9853041453972105,0.5298130508900509,0.23048077298908742,0.14568960241638906,0.18083788820554686,1.6957100831296223,0,16,0.34401954954713015
16,0.2944711946176361,1.2400896241960648,0.001847552288147062,5.0344194134577,2.0760171416408038,4.950896057895417,0.9853041453972105,0.5298130508900509,0.23048077298908742,0.14568960241638906,0.18083788820554686,2.4920110181776667,0,17,0.3356751185619954
