,Head Space information value,Strain information value,Eyes information value,Mouth information value,Skin information value,Chain information value,Clothes information value,Hat information value,Background information value,Head Attachment information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,1.8277685311745187,0.0014434168696688449,4.359934417467107,4.636660688370521,3.8221459747400504,4.608232280044003,5.733123527871812,4.721658341378357,4.130365444186607,0.031208812116408833,0.03297899030277535,0,1,0.5287602937308338
1,0.47734157936572125,0.0014434168696688449,4.254289378011999,4.622376462364273,3.250165425587271,4.359934417467107,4.265344566520995,5.205563338195578,3.8447688837007212,0.031208812116408833,0.03297899030277535,0,2,0.4732400650665231
2,0.47734157936572125,0.0014434168696688449,4.97029976578458,4.687799537362322,3.313297789743922,4.647467443327104,5.002310160687201,4.721658341378357,3.7680761267062364,0.031208812116408833,0.03297899030277535,0,3,0.49364574603941497
3,0.47734157936572125,0.0014434168696688449,4.254289378011999,3.3989691306511904,3.5278241963276145,4.362899875943668,4.662003536484984,5.695255342281369,3.8447688837007212,0.031208812116408833,0.03297899030277535,0,4,0.4723599998606343
4,0.47734157936572125,0.0014434168696688449,4.262572817270941,4.636660688370521,3.465938397578882,4.601211852366231,4.662003536484984,5.083141235300246,3.874084450525277,0.031208812116408833,0.03297899030277535,0,5,0.4854536946358356
5,0.47734157936572125,0.0014434168696688449,4.3540217245972155,5.011587974275212,3.589007712779105,4.362899875943668,5.137965260044767,4.333516069162574,3.8447688837007212,0.031208812116408833,0.03297899030277535,0,6,0.48620466967467607
6,0.47734157936572125,0.0014434168696688449,5.083141235300246,3.3989691306511904,3.838563734174013,5.673002535434241,5.002310160687201,4.744680559294212,3.736965594166206,0.031208812116408833,0.03297899030277535,0,7,0.49936484351078464
7,0.47734157936572125,0.0014434168696688449,4.665660560093073,4.687799537362322,4.684086034563258,4.3540217245972155,4.662003536484984,5.0782590139204995,3.799872345726398,0.031208812116408833,0.03297899030277535,0,8,0.5064461116766706
8,0.47734157936572125,0.0014434168696688449,4.254289378011999,4.622376462364273,3.250165425587271,5.39896913065119,4.333516069162574,5.573466861883326,3.736965594166206,0.031208812116408833,0.03297899030277535,0,9,0.49456335847298616
9,0.47734157936572125,0.0014434168696688449,4.351074440546879,3.286304185156641,3.8221459747400504,5.601211852366231,5.12784104277106,4.333516069162574,3.816037165157405,0.031208812116408833,0.03297899030277535,0,10,0.48159418195161147
10,1.8277685311745187,0.0014434168696688449,4.618827395283202,3.286304185156641,3.250165425587271,4.282087830355571,4.662003536484984,5.651087759005801,4.110292841560213,0.031208812116408833,0.03297899030277535,0,11,0.49520972901754406
11,0.47734157936572125,0.0014434168696688449,6.5328248773859805,4.69152262340504,3.589007712779105,4.282087830355571,4.965784284662087,5.083141235300246,3.799872345726398,0.031208812116408833,0.03297899030277535,0,12,0.5222367548089697
12,0.47734157936572125,0.0014434168696688449,4.243318260190996,4.597714408130003,3.3277104474813686,4.359934417467107,5.132894270497345,4.760235373489054,3.793856930308627,0.031208812116408833,0.03297899030277535,0,13,0.47968430160209913
13,1.8277685311745187,0.0014434168696688449,4.5096352500140915,4.69152262340504,3.3277104474813686,4.608232280044003,5.12784104277106,4.729291666280785,4.166178862209418,0.031208812116408833,0.03297899030277535,0,14,0.5154778066321557
14,0.47734157936572125,0.0014434168696688449,4.417347659966045,3.3989691306511904,4.362899875943668,4.601211852366231,4.265344566520995,4.744680559294212,3.7680761267062364,0.031208812116408833,0.03297899030277535,0,15,0.46943621986689094
15,0.47734157936572125,0.0014434168696688449,4.333516069162574,3.286304185156641,3.465938397578882,4.310432456049533,4.333516069162574,5.0397848661058635,3.7680761267062364,0.031208812116408833,0.03297899030277535,0,16,0.45351421219522875
16,0.47734157936572125,0.0014434168696688449,4.333516069162574,4.930160374931366,3.838563734174013,5.601211852366231,5.122805452873761,5.0685438590872876,3.799872345726398,0.031208812116408833,0.03297899030277535,0,17,0.5183447267384927
