,Background Color information value,Chassis Color information value,Top information value,Mouth information value,Ear information value,Eyes information value,Head Shape information value,Body information value,Arm information value,Backpack information value,Robot Type information value,Helmet information value,Cyborgo Face information value,Human Arm information value,Computo Head information value,Face information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,3.546101116430257,2.9780917489902983,5.6655162833750286,3.779773462632708,4.432699719571168,4.721514064660313,1.6423600200567208,3.6802377890817937,4.740673642943768,2.9521777481374794,0.6871905497235605,0.6041348099960021,0.04752215691226934,0.04752215691226934,0.005203594607539678,0.0008659634358968527,0.6871905497235605,0,0,0.4895662591860036
1,3.4980344578610447,4.386701294850655,1.5318459491891228,3.809809836387516,1.5318459491891228,4.6293566200796095,1.9769553211718762,5.281943553637526,3.1869057638262057,2.9758197878264454,1.5477874930581443,7.078114737202455,0.04752215691226934,0.04752215691226934,0.005203594607539678,0.0008659634358968527,1.4145085551699346,0,1,0.5228213558525532
2,3.5343513536524496,2.9333187208861635,1.5318459491891228,3.777793098504467,1.5318459491891228,4.8118346718650065,1.9769553211718762,3.6802377890817937,3.1869057638262057,2.9521777481374794,1.5477874930581443,5.310288179331488,0.04752215691226934,0.04752215691226934,0.005203594607539678,0.0008659634358968527,1.4145085551699346,0,2,0.4660998267081006
3,3.6063296910536,2.921245888585589,5.580208970750522,4.767931849988192,4.52934488810468,4.760091096771008,1.6423600200567208,3.682088584769735,4.94771809994678,2.620456560756377,4.94771809994678,0.6041348099960021,7.506208389306745,7.117643101389092,0.005203594607539678,0.0008659634358968527,1.4145085551699346,0,3,0.738316372928432
4,3.6169118537129648,2.965640007944042,1.5318459491891228,3.958893175503457,1.5318459491891228,6.078114737202455,1.9466053385797049,7.158285085886438,3.2679773744735234,2.620456560756377,1.5477874930581443,5.27075981514485,0.04752215691226934,0.04752215691226934,0.005203594607539678,0.0008659634358968527,1.4145085551699346,0,4,0.5235517420111279
5,3.6509434822877553,2.9780917489902983,5.333371792444529,3.779773462632708,4.519383778054478,4.702605602110248,1.6423600200567208,3.7215140646603126,4.740673642943768,2.979229072691997,0.6871905497235605,0.6041348099960021,0.04752215691226934,0.04752215691226934,0.005203594607539678,0.0008659634358968527,0.6871905497235605,0,5,0.48845613293037154
6,3.583664529386741,2.944382387383523,5.680237789081794,4.767931849988192,4.417203383248,4.760091096771008,1.6423600200567208,5.281943553637526,4.94771809994678,2.9521777481374794,4.94771809994678,0.6041348099960021,7.587128384690312,7.200105261581065,0.005203594607539678,0.0008659634358968527,1.4145085551699346,0,6,0.7636757152363555
7,3.4980344578610447,4.483437081648087,5.333371792444529,3.809809836387516,4.451517747773335,4.669182600572798,1.9769553211718762,3.7600910967710086,3.2295763800722286,2.9521777481374794,0.6871905497235605,0.6041348099960021,0.04752215691226934,0.04752215691226934,0.005203594607539678,0.0008659634358968527,0.6871905497235605,0,7,0.48987067674976437
8,3.631143239553624,2.921245888585589,1.5318459491891228,3.7007283148695778,1.5318459491891228,4.819962552748407,1.9769553211718762,3.7445362825761666,3.291800951953603,2.958893175503457,1.5477874930581443,5.163446791002217,0.04752215691226934,0.04752215691226934,0.005203594607539678,0.0008659634358968527,1.4145085551699346,0,8,0.4666457653552378
9,3.6169118537129648,2.921245888585589,1.5318459491891228,3.8179262855918883,1.5318459491891228,4.721514064660313,1.9466053385797049,3.6839417578452123,3.1987798641144973,2.979229072691997,1.5477874930581443,5.717712494500456,0.04752215691226934,0.04752215691226934,0.005203594607539678,0.0008659634358968527,1.4145085551699346,0,9,0.4714558102623634
