,Mouth information value,Moon information value,Head information value,Body information value,Hat information value,Hair information value,Glasses information value,Eyes information value,Clothes information value,Beard information value,Background information value,Accessory information value,Unique information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,4.424156143889767,1.8316629954608796,3.18986513930675,3.18986513930675,1.5392704100282875,3.0828441388118244,2.0097721871094776,3.369450251799632,7.117643101389092,0.6285477859755885,4.027530681724803,5.4523071842039155,0.002599451227382033,0.002599451227382033,0,1,0.522027796705187
1,4.481018480845443,0.6739225007325151,2.7253256786103317,2.7253256786103317,1.5392704100282875,2.8936414271909867,4.109214479318512,3.267456263743318,5.94771809994678,3.477398165166746,4.1318011643857515,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,2,0.4891289519876756
2,4.01435529297707,1.8316629954608796,4.163446791002217,4.163446791002217,6.062360665887902,2.4042565864520618,3.718899409450899,3.18986513930675,4.58626164087278,0.6285477859755885,4.006507431154385,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,3,0.5257592839366574
3,4.01435529297707,0.6739225007325151,2.7253256786103317,2.7253256786103317,1.5392704100282875,4.238059851776309,4.109214479318512,2.2472783818056876,5.175128596049852,3.5289284658068283,4.07872411209679,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,4,0.4771276513297102
4,4.650037551306094,1.8316629954608796,2.9987020286655848,2.9987020286655848,7.009118644610923,4.238059851776309,4.499257599130486,3.369450251799632,5.175128596049852,2.91919805993673,4.086975965142151,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,5,0.5913161275262503
5,3.2228253380811482,0.6739225007325151,1.6118315474694977,1.6118315474694977,1.5392704100282875,3.0828441388118244,3.294275861342857,2.2745071902777423,4.893641427190987,3.477398165166746,4.1318011643857515,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,6,0.40849766249024
6,3.8744691179161412,1.8316629954608796,3.316743201468787,3.316743201468787,1.5392704100282875,2.8936414271909867,4.117643101389092,4.393129248269142,5.8888244108932115,0.6285477859755885,3.9302910281885954,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,7,0.4859716746271773
7,3.8744691179161412,1.8316629954608796,3.316743201468787,3.316743201468787,1.5392704100282875,5.046180738832468,2.712501638252748,3.823022352497465,4.913071957139889,2.91919805993673,3.888824410893211,5.117643101389092,0.002599451227382033,0.002599451227382033,0,8,0.553929904943721
8,4.893641427190987,1.8316629954608796,2.9987020286655848,2.9987020286655848,4.517730259201964,2.4042565864520618,2.0097721871094776,3.823022352497465,5.175128596049852,0.6285477859755885,3.9577717646107025,4.059651378629916,0.002599451227382033,0.002599451227382033,0,9,0.5146385899546959
9,3.2228253380811482,0.6739225007325151,2.9987020286655848,2.9987020286655848,4.654118728117912,2.4042565864520618,2.712501638252748,3.267456263743318,4.621788074501921,0.6285477859755885,4.07872411209679,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,10,0.4405435383550767
10,3.2228253380811482,0.6739225007325151,2.9987020286655848,2.9987020286655848,4.517730259201964,2.4042565864520618,3.294275861342857,3.18986513930675,4.823022352497465,0.6285477859755885,4.006507431154385,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,11,0.4470487317466664
11,1.5326806006679357,0.6739225007325151,2.7253256786103317,2.7253256786103317,5.683014873752367,3.8912309086003063,2.712501638252748,3.823022352497465,4.725325678610332,0.6285477859755885,3.9302910281885954,3.5251860641210118,0.002599451227382033,0.002599451227382033,0,12,0.4789942730804929
12,4.481018480845443,0.6739225007325151,2.7253256786103317,2.7253256786103317,1.5392704100282875,3.7667039198426613,4.117643101389092,3.369450251799632,6.030180260138753,2.91919805993673,4.027530681724803,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,13,0.49441202204684676
13,3.2228253380811482,1.8316629954608796,3.18986513930675,3.18986513930675,4.760091096771008,2.4042565864520618,2.712501638252748,2.2745071902777423,4.913071957139889,2.91919805993673,3.8936414271909867,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,14,0.48047906753358544
14,4.323227235038986,0.6739225007325151,3.517730259201964,3.517730259201964,1.5392704100282875,3.7667039198426613,4.117643101389092,3.18986513930675,5.278439313292148,2.91919805993673,4.006507431154385,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,15,0.5006272697983459
15,5.241126154824092,0.6739225007325151,1.6118315474694977,1.6118315474694977,7.009118644610923,2.4042565864520618,2.712501638252748,3.267456263743318,5.175128596049852,0.6285477859755885,3.8936414271909867,3.9302910281885954,0.002599451227382033,0.002599451227382033,0,16,0.49972551738628324
16,3.6871905497235606,0.6739225007325151,2.9987020286655848,2.9987020286655848,1.5392704100282875,4.238059851776309,6.073248982030639,3.18986513930675,4.40683666768974,2.91919805993673,3.8936414271909867,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,17,0.49759473033952406
17,4.893641427190987,0.6739225007325151,1.6118315474694977,1.6118315474694977,5.4523071842039155,2.4042565864520618,3.718899409450899,3.18986513930675,4.313512080205774,0.6285477859755885,4.027530681724803,4.448758117122845,0.002599451227382033,0.002599451227382033,0,18,0.48421256180195993
18,4.481018480845443,0.6739225007325151,3.18986513930675,3.18986513930675,1.5392704100282875,3.3948355702195454,4.109214479318512,2.2745071902777423,4.466591410210163,0.6285477859755885,4.006507431154385,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,19,0.4365184894536922
19,1.5326806006679357,0.6739225007325151,2.9987020286655848,2.9987020286655848,6.062360665887902,2.8936414271909867,3.8984745809269303,3.369450251799632,4.300659478133711,0.6285477859755885,3.975536044086542,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,20,0.454568802694761
20,4.893641427190987,0.6739225007325151,3.18986513930675,3.18986513930675,4.678851248810831,3.3428560417879187,4.396543912681907,3.18986513930675,5.342856041787918,3.477398165166746,4.07872411209679,5.4523071842039155,0.002599451227382033,0.002599451227382033,0,21,0.6011642619684441
21,3.8744691179161412,0.6739225007325151,1.6118315474694977,1.6118315474694977,1.5392704100282875,3.3428560417879187,2.712501638252748,2.2472783818056876,4.466591410210163,0.6285477859755885,3.7755684333899535,5.01435529297707,0.002599451227382033,0.002599451227382033,0,22,0.4125121168187387
22,3.6871905497235606,0.6739225007325151,2.7253256786103317,2.7253256786103317,5.459431618637297,2.8936414271909867,2.0097721871094776,2.2472783818056876,4.795715006501729,0.6285477859755885,3.8936414271909867,5.01435529297707,0.002599451227382033,0.002599451227382033,0,23,0.48132200583951906
23,4.455865003617105,1.8316629954608796,1.6118315474694977,1.6118315474694977,1.5392704100282875,2.8936414271909867,2.712501638252748,3.18986513930675,4.678851248810831,0.6285477859755885,4.006507431154385,4.448758117122845,0.002599451227382033,0.002599451227382033,0,24,0.44014161964345927
24,1.5326806006679357,1.8316629954608796,3.517730259201964,3.517730259201964,4.913071957139889,3.3948355702195454,2.712501638252748,2.2745071902777423,5.978091748990298,0.6285477859755885,3.888824410893211,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,25,0.4657968859061299
25,4.650037551306094,0.6739225007325151,2.9987020286655848,2.9987020286655848,4.517730259201964,2.8936414271909867,3.294275861342857,2.2745071902777423,4.678851248810831,2.91919805993673,4.027530681724803,1.3782843939556977,0.002599451227382033,0.002599451227382033,0,26,0.4885398129270038
26,1.5326806006679357,0.6739225007325151,2.7253256786103317,2.7253256786103317,1.5392704100282875,3.3428560417879187,5.445217759417596,2.2472783818056876,4.372809263889547,0.6285477859755885,4.027530681724803,3.5251860641210118,0.002599451227382033,0.002599451227382033,0,27,0.42936296482302544
27,4.01435529297707,0.6739225007325151,2.9987020286655848,2.9987020286655848,1.5392704100282875,3.0828441388118244,4.813862353211989,2.2745071902777423,4.58626164087278,0.6285477859755885,4.084220099851642,3.9302910281885954,0.002599451227382033,0.002599451227382033,0,28,0.46654346794924656
28,1.5326806006679357,3.4665914102101634,3.18986513930675,3.18986513930675,1.5392704100282875,3.7667039198426613,3.8984745809269303,4.86025525869644,5.175128596049852,0.6285477859755885,3.7755684333899535,5.01435529297707,0.002599451227382033,0.002599451227382033,0,29,0.5243112546720274
