,Identity information value,Type information value,Hat information value,Face information value,Suit information value,Base information value,Back information value,Origin information value,Accessory information value,Mask information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,1.3083900377010955,0.40906509705328115,3.896950283530856,5.7481928495894605,3.9159870635811953,4.823219894997484,3.043261083062967,3.0462542273749507,0.304129335796979,0.07768013555405337,1.0613138113084681,0,1,0.49771407092298436
1,1.3083900377010955,0.40906509705328115,5.548255279080708,5.7481928495894605,3.800299279855567,5.573941922744358,1.7210340150026586,1.485463099028869,0.304129335796979,0.07768013555405337,1.535581449045598,0,2,0.495509364493818
2,1.3083900377010955,0.40906509705328115,1.8110775394776244,4.257206497077318,4.991861930556323,4.777737125203476,3.0719498418790145,1.485463099028869,5.075003165856569,0.07768013555405337,1.0613138113084681,0,3,0.5101829186379869
3,0.7718416001099526,0.40906509705328115,1.8110775394776244,4.292310298033234,3.966124369142715,4.15998468936465,4.757973870382045,1.485463099028869,0.304129335796979,0.07768013555405337,1.535581449045598,0,4,0.4245330086855779
4,0.7718416001099526,0.40906509705328115,1.8110775394776244,4.658438196831131,6.600094210600327,3.938055486860529,1.7210340150026586,4.902363779717221,0.304129335796979,8.434084259161397,3.7604295221083577,0,5,0.6719880894793403
5,1.3083900377010955,0.40906509705328115,5.6538654670413075,4.6177962123337855,3.966124369142715,3.7802266772291735,3.6861831873140356,3.0462542273749507,0.304129335796979,0.07768013555405337,1.0613138113084681,0,6,0.5026955395913207
6,1.3083900377010955,0.40906509705328115,1.8110775394776244,4.236547026511225,4.569628929873275,3.938055486860529,3.669933835668961,1.485463099028869,5.189461890441484,0.07768013555405337,1.0613138113084681,0,7,0.4999144863316723
7,0.7718416001099526,0.40906509705328115,4.518854362640149,4.582606783871485,5.473830437954153,3.7802266772291735,4.527193663552879,1.485463099028869,0.304129335796979,0.07768013555405337,1.0613138113084681,0,8,0.48614693762258854
8,0.7718416001099526,0.40906509705328115,4.199423000491685,4.485971000826366,4.179569085683052,4.782720532717732,1.7210340150026586,2.9562380208256016,5.131097727927495,0.07768013555405337,1.0613138113084681,0,9,0.5362840443402757
9,0.7718416001099526,2.0180670009037174,4.041766836382637,3.902363779717221,4.569628929873275,4.823219894997484,1.7210340150026586,1.7427200272759755,0.304129335796979,0.07768013555405337,1.535581449045598,0,10,0.4594160472665277
10,0.7718416001099526,0.40906509705328115,4.518854362640149,4.3392607129598035,4.50231899491385,4.15998468936465,1.7210340150026586,5.150291293160806,0.304129335796979,0.07768013555405337,1.535581449045598,0,11,0.4951132958031001
11,1.3083900377010955,0.40906509705328115,3.628971287890463,4.257206497077318,4.118442427121466,4.15998468936465,1.7210340150026586,1.7427200272759755,0.304129335796979,0.07768013555405337,1.535581449045598,0,12,0.41898525399374065
