,Environment information value,Hand information value,Ear Accessory information value,Mouth Accessory information value,Hair information value,Eyewear information value,Brow information value,Eyes information value,Mouth information value,Clothing information value,Necklace information value,Face Attachment information value,Body Attachment information value,Markings information value,Body information value,Background information value,Mask information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,0.2877123795494494,5.386845571568701,4.752437002928646,0.39043413213818684,6.405069330187608,0.87434889833848,3.5311560570253624,6.011587974275212,5.132894270497345,7.097887820669432,2.8008773579863995,0.7906090225325724,1.3140150132440975,3.0649174766813383,1.8044004245500964,2.392894616241506,0.07293793444605956,0.07293793444605956,0,0,0.4632267641535356
1,0.2877123795494494,2.2270164478618955,4.752437002928646,0.39043413213818684,6.429731384421878,0.87434889833848,3.154570167148848,5.016249351645075,5.50635266602479,6.210896782498619,2.428177593166797,0.7906090225325724,3.141780233728934,0.8833690879636935,1.7036894392919077,2.189022282875856,0.07293793444605956,0.07293793444605956,0,1,0.4095070996404928
2,0.2877123795494494,4.795859283219775,4.248793390257147,0.39043413213818684,6.7027498788282935,0.87434889833848,4.380821783940931,5.227016447861895,3.2736919092345147,5.947862376664824,3.394410848688886,4.429731384421878,1.3140150132440975,3.6547171824064915,1.8044004245500964,2.392894616241506,0.07293793444605956,0.07293793444605956,0,2,0.4728258957641273
3,0.2877123795494494,5.006941609418847,3.855170479161191,0.39043413213818684,6.573466861883326,6.493296513199343,3.154570167148848,5.836501267717121,5.122805452873761,6.002310160687201,2.8008773579863995,4.811978948583052,6.333516069162574,3.0649174766813383,1.8044004245500964,2.392894616241506,0.07293793444605956,0.07293793444605956,0,3,0.5688048549667325
4,0.2877123795494494,5.299027692777283,4.934565554051367,0.39043413213818684,7.097887820669432,3.8468432119385794,3.3748230433194877,4.095419565078682,3.320486120713456,6.321928094887363,3.3422685431715378,0.7906090225325724,3.423526234895169,3.6547171824064915,1.8044004245500964,3.0576919438438153,0.07293793444605956,0.07293793444605956,0,4,0.4898949318512974
5,0.2877123795494494,6.733123527871812,3.799872345726398,0.39043413213818684,6.55979192498625,0.87434889833848,3.154570167148848,5.184424571137428,5.34519787421021,6.058893689053568,2.428177593166797,0.7906090225325724,4.820106829466452,2.742747946760212,1.7036894392919077,3.079478021209661,0.07293793444605956,0.07293793444605956,0,5,0.48022664992037645
6,0.2877123795494494,5.044538396076498,3.855170479161191,0.39043413213818684,6.405069330187608,0.87434889833848,3.2229696147991937,5.828280760912152,5.054092702789747,6.5328248773859805,3.394410848688886,4.811978948583052,1.3140150132440975,3.0649174766813383,1.7036894392919077,2.392894616241506,0.07293793444605956,0.07293793444605956,0,6,0.48221655887999104
7,0.2877123795494494,4.795859283219775,3.799872345726398,0.39043413213818684,6.748553568441418,5.587272661408357,3.2229696147991937,5.930160374931366,5.132894270497345,6.28771237954945,3.4595758953553424,0.7906090225325724,6.28771237954945,3.0649174766813383,4.307572801910292,2.392894616241506,0.07293793444605956,0.07293793444605956,0,7,0.5559772468327822
8,0.2877123795494494,2.2270164478618955,5.665660560093073,0.39043413213818684,7.405069330187608,4.395928676331139,3.2229696147991937,4.556393348524385,6.779917739350753,7.020925838854548,1.752437002928646,0.7906090225325724,1.3140150132440975,0.8833690879636935,1.8044004245500964,2.189022282875856,0.07293793444605956,0.07293793444605956,0,8,0.45122349383596255
9,0.2877123795494494,2.2270164478618955,4.248793390257147,0.39043413213818684,7.333516069162574,4.395928676331139,3.16747450220749,5.930160374931366,7.020925838854548,6.429731384421878,3.3422685431715378,0.7906090225325724,3.141780233728934,2.742747946760212,1.7036894392919077,2.189022282875856,0.07293793444605956,0.07293793444605956,0,9,0.4925532653776755
