,Head information value,Face information value,Body information value,Skin information value,Background information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,5.57848429028106,3.2092504806153417,5.777793098504468,4.393129248269142,2.793462554770351,0.0,0,0,0.5095640896021953
1,6.641909670422694,4.795715006501729,6.272153050444717,2.9021101016434363,2.94771809994678,0.0,0,1,0.5519061740813698
2,5.674699605540364,3.2534569567348117,5.691378346686994,1.7464109730194697,2.48555668855391,0.0,0,2,0.44161437550194815
3,5.674699605540364,3.3627555992256237,5.100834813702538,3.656163654102936,2.48555668855391,0.0,0,3,0.4750785290080456
4,5.112018552195214,4.70401517236492,6.362755599225624,3.656163654102936,3.5573102671766508,0.0,0,4,0.5479860125681872
5,5.410283969308209,4.163446791002217,5.742603670042167,1.7464109730194697,2.793462554770351,0.0,0,5,0.46515055468190003
6,5.658211482751795,4.795715006501729,5.725325678610332,3.656163654102936,2.9691665192108148,0.0,0,6,0.5342190285098216
7,4.67055987517944,4.163446791002217,5.4523071842039155,1.7464109730194697,2.94771809994678,0.0,0,7,0.44463492588900105
8,6.641909670422694,6.96789598188441,5.699790586503194,2.9021101016434363,2.6778122174076993,0.0,0,8,0.58306064216089
9,5.609848461190396,4.413739527944428,5.813862353211989,3.782252746695167,2.94771809994678,0.0,0,9,0.5286633029794388
10,5.140363177889176,3.2092504806153417,5.73393880891504,3.782252746695167,2.48555668855391,0.0,0,10,0.47675000672404366
11,4.993521789559904,3.917970756552728,6.084220099851642,1.7464109730194697,3.6459678869970475,0.0,0,11,0.47761043261149966
12,5.342856041787918,5.019611018428566,5.100834813702538,2.9021101016434363,2.94771809994678,0.0,0,12,0.49928034081478595
13,5.123289664530234,3.2534569567348117,5.699790586503194,2.7415177121129175,2.48555668855391,0.0,0,13,0.45220545967063625
14,5.140363177889176,4.319981575535332,5.1289584146169265,3.656163654102936,2.793462554770351,0.0,0,14,0.49285692868522557
15,4.993521789559904,3.2092504806153417,5.100834813702538,1.7464109730194697,3.6459678869970475,0.0,0,15,0.4379712506264973
16,5.57848429028106,3.532680600667936,6.362755599225624,1.7464109730194697,2.48555668855391,0.0,0,16,0.46162917026290956
17,5.609848461190396,4.699790586503194,5.725325678610332,1.7464109730194697,2.793462554770351,0.0,0,17,0.48198515278228427
18,5.157641169321011,3.3627555992256237,6.445217759417596,2.7415177121129175,2.9691665192108148,0.0,0,18,0.48436196160544354
19,5.683014873752367,4.699790586503194,5.284753087224351,3.782252746695167,2.94771809994678,0.0,0,19,0.5246834261175107
20,5.609848461190396,3.2092504806153417,6.641909670422694,3.83455474836509,2.9691665192108148,0.0,0,20,0.5215724712022268
21,4.645967886997048,4.413739527944428,4.9377340113741575,3.782252746695167,3.5573102671766508,0.0,0,21,0.4998396205119042
22,4.978091748990298,4.699790586503194,5.73393880891504,3.83455474836509,2.6778122174076993,0.0,0,22,0.5135949563934366
23,6.641909670422694,3.532680600667936,5.100834813702538,1.7464109730194697,2.48555668855391,0.0,0,23,0.456979226622632
24,4.9179707565527275,3.3627555992256237,5.525186064121011,1.7464109730194697,3.347805257759652,0.0,0,24,0.4427534876727198
25,5.009118644610923,3.2092504806153417,5.222825338081148,7.658211482751795,2.6778122174076993,0.0,0,25,0.5570039476240388
26,5.410283969308209,3.2092504806153417,5.691378346686994,2.9021101016434363,2.94771809994678,0.0,0,26,0.47228453075632054
27,5.410283969308209,3.2092504806153417,6.272153050444717,4.691378346686994,2.94771809994678,0.0,0,27,0.5278050407438667
28,4.637862837359992,4.70401517236492,5.1289584146169265,4.393129248269142,2.9691665192108148,0.0,0,28,0.5114618849116466
29,6.641909670422694,6.641909670422694,5.57848429028106,3.6039155054366545,2.793462554770351,0.0,0,29,0.5917320655877731
30,5.123289664530234,3.2092504806153417,5.699790586503194,3.656163654102936,2.9691665192108148,0.0,0,30,0.4839253521432625
31,4.9179707565527275,5.540214273353343,5.291094614098177,3.6039155054366545,3.5573102671766508,0.0,0,31,0.5367003772848931
32,4.67055987517944,5.222825338081148,5.228899852490833,1.7464109730194697,3.6459678869970475,0.0,0,32,0.48057551191543985
33,5.169275869804414,5.222825338081148,5.222825338081148,3.83455474836509,3.347805257759652,0.0,0,33,0.5340481177121797
34,4.637862837359992,3.2534569567348117,5.4523071842039155,2.9021101016434363,2.6778122174076993,0.0,0,34,0.44330213859404183
35,5.674699605540364,5.046180738832468,5.725325678610332,4.393129248269142,2.793462554770351,0.0,0,35,0.5536207638756034
36,4.978091748990298,3.532680600667936,5.4033975837229695,2.9021101016434363,2.9691665192108148,0.0,0,36,0.46349290150125366
37,4.637862837359992,3.917970756552728,5.73393880891504,6.641909670422694,2.793462554770351,0.0,0,37,0.555784075534259
38,5.609848461190396,3.2534569567348117,5.525186064121011,1.7464109730194697,2.9691665192108148,0.0,0,38,0.44753098370034
39,5.169275869804414,5.067794551938531,5.525186064121011,3.6039155054366545,2.793462554770351,0.0,0,39,0.5191105130638144
40,4.637862837359992,3.3627555992256237,4.9377340113741575,2.9021101016434363,3.5573102671766508,0.0,0,40,0.45441127552346317
41,5.140363177889176,5.222825338081148,5.4033975837229695,1.7464109730194697,2.94771809994678,0.0,0,41,0.47931171106858805
42,5.009118644610923,3.3627555992256237,5.609848461190396,1.7464109730194697,2.48555668855391,0.0,0,42,0.4266730180650819
43,5.674699605540364,4.382933481163254,5.777793098504468,3.656163654102936,2.48555668855391,0.0,0,43,0.5148355576911533
44,5.123289664530234,5.019611018428566,5.650037551306094,3.656163654102936,2.94771809994678,0.0,0,44,0.5246668076118307
45,5.502933257273884,4.319981575535332,5.1289584146169265,3.782252746695167,2.48555668855391,0.0,0,45,0.4970912467691377
46,5.683014873752367,3.2092504806153417,5.1289584146169265,1.7464109730194697,2.94771809994678,0.0,0,46,0.43842493863140125
47,5.123289664530234,3.2534569567348117,5.525186064121011,2.9021101016434363,2.48555668855391,0.0,0,47,0.45187721213304166
48,5.417203383248,5.046180738832468,5.05155391093132,2.9021101016434363,2.793462554770351,0.0,0,48,0.49687638410469526
49,5.123289664530234,4.413739527944428,5.609848461190396,1.7464109730194697,2.6778122174076993,0.0,0,49,0.4584716493982848
50,5.03549406003522,6.96789598188441,5.100834813702538,3.83455474836509,2.6778122174076993,0.0,0,50,0.5532411228052821
51,5.009118644610923,5.222825338081148,5.525186064121011,1.7464109730194697,2.48555668855391,0.0,0,51,0.46826362345957717
52,5.019611018428566,3.917970756552728,6.641909670422694,3.83455474836509,2.48555668855391,0.0,0,52,0.5130190240502926
53,5.123289664530234,4.382933481163254,7.389722646825892,2.9021101016434363,3.347805257759652,0.0,0,53,0.5422138092078176
54,5.342856041787918,7.05155391093132,5.459431618637297,2.9021101016434363,2.793462554770351,0.0,0,54,0.5516674237887044
55,5.658211482751795,3.3627555992256237,4.9377340113741575,1.7464109730194697,2.793462554770351,0.0,0,55,0.4333467026527566
56,5.140363177889176,4.163446791002217,5.699790586503194,3.6039155054366545,2.48555668855391,0.0,0,56,0.4941252886757162
57,6.641909670422694,3.2092504806153417,5.691378346686994,3.83455474836509,3.5573102671766508,0.0,0,57,0.5372602129260013
58,4.978091748990298,4.319981575535332,6.641909670422694,1.7464109730194697,2.48555668855391,0.0,0,58,0.4725471276628785
59,4.957771764610703,3.917970756552728,4.9377340113741575,4.691378346686994,2.6778122174076993,0.0,0,59,0.49622412146424344
60,5.112018552195214,4.795715006501729,5.481018480845443,4.393129248269142,3.347805257759652,0.0,0,60,0.541834903671981
