,Mouth information value,Clothes information value,Eyes information value,Hat information value,Earring information value,Fur information value,Background information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,2.1913439850772183,5.937587392831435,2.532473386327868,2.144262030677889,0.5263361146682054,4.705917157906976,2.9921246768408674,0.0,0,1,0.3985468804007115
1,6.821394375326912,6.053840461327283,4.387163310814757,5.393532835690485,0.5263361146682054,4.984893107609792,2.9622293874854604,0.0,0,2,0.5899426873251185
2,7.6591229464280355,5.90993104992857,2.532473386327868,5.084428781160706,0.5263361146682054,4.705917157906976,3.001823503559669,0.0,0,3,0.5575481408652854
3,2.1913439850772183,5.191343985077218,4.393532835690485,4.68233033758936,0.5263361146682054,2.876089896113165,3.076720686025443,0.0,0,4,0.4346994040641198
4,6.90993104992857,6.053840461327283,4.516744271871385,5.300822461875711,0.5263361146682054,2.8705260826577916,3.026359724905176,0.0,0,5,0.5534646497251952
5,2.1913439850772183,4.847389583859857,5.584355178026063,5.300822461875711,0.5263361146682054,5.1315627567518005,2.9921246768408674,0.0,0,6,0.503610854193231
6,2.1913439850772183,6.247927513443585,5.584355178026063,6.202484542682418,0.5263361146682054,2.876089896113165,2.9622293874854604,0.0,0,7,0.5039298399839831
7,6.432352084581013,5.343347078522268,3.684281243959522,6.282974460542786,0.5263361146682054,4.455488583378948,2.9610463656554242,0.0,0,8,0.5625852660266457
8,5.230718223411363,5.3310687487438315,4.315866342100161,4.0563648627428295,0.5263361146682054,2.876089896113165,2.9921246768408674,0.0,0,9,0.4800095401000272
9,5.380821783940931,2.4047476231864113,5.225027111333507,5.628749297384516,0.5263361146682054,2.876089896113165,2.9610463656554242,0.0,0,10,0.47383613838704003
10,6.90993104992857,5.6212547608375925,4.387163310814757,2.144262030677889,0.5263361146682054,3.0275975585640302,2.9622293874854604,0.0,0,11,0.48475125901975397
11,5.380821783940931,5.527211270922455,2.532473386327868,4.946925257410771,0.5263361146682054,3.0275975585640302,2.9921246768408674,0.0,0,12,0.47252227930140944
12,2.1913439850772183,2.4047476231864113,4.923692951173054,4.68233033758936,5.458824295942204,3.7563309190331373,2.9610463656554242,0.0,0,13,0.49990363169469854
13,5.3557308029781,5.3310687487438315,3.684281243959522,7.04378679666336,0.5263361146682054,3.9190910492140456,2.9622293874854604,0.0,0,14,0.5462245669186061
14,2.1913439850772183,2.4047476231864113,3.76662857189602,6.838672366758748,4.2948485608310785,4.455488583378948,2.9885043611621707,0.0,0,15,0.5105527053954573
15,2.7389918515791902,6.236431874605756,4.914503779718394,5.4063568760480685,3.5990019539904643,3.905372767966265,3.076720686025443,0.0,0,16,0.5662154624295545
16,4.239297208300146,6.0947707253821655,4.923692951173054,5.084428781160706,3.429076952548152,3.7563309190331373,2.9622293874854604,0.0,0,17,0.5778221374552882
17,3.795859283219775,2.4047476231864113,5.099969632056484,6.202484542682418,4.2948485608310785,4.705917157906976,2.9622293874854604,0.0,0,18,0.5584203416568492
18,4.914503779718394,5.4258092387142405,3.497749807850528,4.0563648627428295,3.429076952548152,4.705917157906976,2.9921246768408674,0.0,0,19,0.5499963006812248
19,3.795859283219775,5.058893689053568,4.86056497260759,6.247927513443585,0.5263361146682054,5.90993104992857,3.026359724905176,0.0,0,20,0.5576588052889173
20,2.1913439850772183,5.90993104992857,4.315866342100161,4.864983643874595,0.5263361146682054,2.876089896113165,2.9622293874854604,0.0,0,21,0.4481374472658886
21,2.7389918515791902,2.4047476231864113,4.516744271871385,5.169317678747219,3.429076952548152,4.737978367139275,3.001823503559669,0.0,0,22,0.4927090281356169
22,3.898562235849372,5.90993104992857,5.225027111333507,2.144262030677889,0.5263361146682054,5.520224840606347,3.001823503559669,0.0,0,23,0.49702019775065553
23,4.914503779718394,2.4047476231864113,7.541286456134177,2.144262030677889,0.5263361146682054,4.416050272251913,3.001823503559669,0.0,0,24,0.47281639853214624
24,2.1913439850772183,4.725871764282621,2.532473386327868,2.144262030677889,0.5263361146682054,4.737978367139275,3.026359724905176,0.0,0,25,0.3768396837345617
25,2.1913439850772183,5.4128118981853675,6.8917837032183105,6.838672366758748,0.5263361146682054,2.8705260826577916,2.9610463656554242,0.0,0,26,0.5248095187789856
26,3.795859283219775,5.721858701775997,3.684281243959522,5.50635266602479,0.5263361146682054,2.876089896113165,3.026359724905176,0.0,0,27,0.4763816675951858
27,2.1913439850772183,5.68233033758936,3.497749807850528,6.873861795221048,0.5263361146682054,3.7563309190331373,2.9885043611621707,0.0,0,28,0.48357027232409067
28,2.7389918515791902,5.6514693738846,3.684281243959522,4.980092121345971,0.5263361146682054,2.876089896113165,2.9921246768408674,0.0,0,29,0.4443965509173171
29,2.1913439850772183,6.432352084581013,2.532473386327868,5.628749297384516,0.5263361146682054,2.8705260826577916,2.994543277643511,0.0,0,30,0.439221686527822
30,5.882794919991055,4.847389583859857,5.225027111333507,6.569855608330948,0.5263361146682054,3.0275975585640302,2.9885043611621707,0.0,0,31,0.5508672797614652
31,3.795859283219775,5.343347078522268,3.497749807850528,6.014039453269308,0.5263361146682054,2.8705260826577916,2.9885043611621707,0.0,0,32,0.47447184089560496
32,4.239297208300146,5.90993104992857,3.684281243959522,5.458824295942204,0.5263361146682054,2.876089896113165,3.001823503559669,0.0,0,33,0.48698389569063877
33,3.898562235849372,5.343347078522268,5.225027111333507,6.282974460542786,3.429076952548152,3.905372767966265,2.994543277643511,0.0,0,34,0.5889859170529245
34,7.282974460542786,5.4128118981853675,3.684281243959522,4.0563648627428295,0.5263361146682054,4.416050272251913,2.9622293874854604,0.0,0,35,0.5370999681927855
35,2.7389918515791902,2.4047476231864113,2.532473386327868,6.282974460542786,0.5263361146682054,2.8705260826577916,2.9610463656554242,0.0,0,36,0.38503556611782686
36,3.898562235849372,4.847389583859857,4.271197292766432,2.144262030677889,0.5263361146682054,2.8705260826577916,2.9610463656554242,0.0,0,37,0.40781928148478125
37,5.882794919991055,7.4063568760480685,2.532473386327868,2.144262030677889,0.5263361146682054,4.705917157906976,3.026359724905176,0.0,0,38,0.4969886120565832
38,2.7389918515791902,6.3557308029781,4.393532835690485,2.144262030677889,3.429076952548152,5.90993104992857,2.9921246768408674,0.0,0,39,0.5299477812536866
39,2.1913439850772183,6.628749297384516,2.532473386327868,5.084428781160706,0.5263361146682054,3.9190910492140456,2.9610463656554242,0.0,0,40,0.4518649529867471
40,4.914503779718394,5.721858701775997,2.532473386327868,5.628749297384516,0.5263361146682054,3.0275975585640302,2.9610463656554242,0.0,0,41,0.47970624978109705
41,5.169317678747219,2.4047476231864113,2.532473386327868,5.937587392831435,0.5263361146682054,3.9190910492140456,2.9610463656554242,0.0,0,42,0.4444195641030494
42,6.432352084581013,5.3310687487438315,3.684281243959522,4.83433343103441,0.5263361146682054,4.705917157906976,2.9610463656554242,0.0,0,43,0.5396448808831722
43,2.7389918515791902,5.6212547608375925,3.497749807850528,4.83433343103441,3.429076952548152,4.416050272251913,3.026359724905176,0.0,0,44,0.5223704148770127
44,6.754280179468375,2.4047476231864113,5.458824295942204,4.0563648627428295,4.2948485608310785,3.7563309190331373,2.9885043611621707,0.0,0,45,0.5631173215887648
45,2.7389918515791902,4.984893107609792,5.458824295942204,2.144262030677889,5.458824295942204,4.416050272251913,2.9622293874854604,0.0,0,46,0.5337460981813799
46,4.239297208300146,6.4063568760480685,4.315866342100161,4.980092121345971,0.5263361146682054,2.8705260826577916,3.026359724905176,0.0,0,47,0.49964812999946623
47,6.754280179468375,2.4047476231864113,2.532473386327868,2.144262030677889,0.5263361146682054,4.737978367139275,3.026359724905176,0.0,0,48,0.41932495712069123
48,2.1913439850772183,5.343347078522268,4.516744271871385,5.084428781160706,0.5263361146682054,5.1315627567518005,2.9610463656554242,0.0,0,49,0.48808735540147735
49,2.7389918515791902,6.126248956855333,2.532473386327868,4.864983643874595,0.5263361146682054,4.984893107609792,2.9622293874854604,0.0,0,50,0.46878254922742
50,7.282974460542786,6.053840461327283,3.684281243959522,6.613798955918544,0.5263361146682054,4.984893107609792,2.994543277643511,0.0,0,51,0.6091077299331925
51,5.956323955413021,5.479002177879834,3.76662857189602,4.83433343103441,0.5263361146682054,2.876089896113165,3.076720686025443,0.0,0,52,0.5025022040441194
52,5.3557308029781,5.324968549207413,5.225027111333507,5.4063568760480685,0.5263361146682054,5.520224840606347,2.9921246768408674,0.0,0,53,0.575186807183937
53,2.7389918515791902,6.126248956855333,4.5662533716507525,2.144262030677889,4.2948485608310785,3.905372767966265,2.9610463656554242,0.0,0,54,0.5067016070660441
54,2.1913439850772183,5.387163310814757,5.099969632056484,4.68233033758936,0.5263361146682054,2.876089896113165,3.001823503559669,0.0,0,55,0.45037893914704763
