,character information value,nose information value,mouth information value,eyes information value,earrings information value,neck information value,whiskers information value,hat information value,burned information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,3.296190533473754,2.3111482561341194,2.825210106952185,2.3755715232537282,0.15104161720760484,3.1405074546072203,1.742265197871355,3.9235777245413974,1.4945155204885048,0.0,0,0,0.5789060093872912
1,3.149440579377228,2.3111482561341194,2.7690592238760594,2.3755715232537282,0.15104161720760484,0.6135201114037659,1.742265197871355,0.9320859859115336,1.4945155204885048,0.0,0,1,0.4231140590050975
2,3.089267338097087,2.3111482561341194,2.774971916745951,3.6601784950766576,0.15104161720760484,0.6135201114037659,1.0951113298374953,3.289121949804121,1.4945155204885048,0.0,0,2,0.5031758521513611
3,3.296190533473754,2.2365034386346845,2.7868704999925202,4.248793390257147,0.15104161720760484,3.16747450220749,3.1597180585730555,0.9320859859115336,1.4945155204885048,0.0,0,3,0.5847104633742205
4,3.089267338097087,2.3459311372709193,2.7868704999925202,2.469130202068591,0.15104161720760484,0.6135201114037659,1.0951113298374953,0.9320859859115336,1.4945155204885048,0.0,0,4,0.40783340367877285
5,3.296190533473754,2.3459311372709193,2.847881495568057,2.3800705758839222,0.15104161720760484,0.6135201114037659,1.0951113298374953,0.9320859859115336,1.4945155204885048,0.0,0,5,0.4127041197845724
6,2.924672749292935,2.3459311372709193,2.847881495568057,2.372579930598799,0.15104161720760484,0.6135201114037659,1.0951113298374953,2.9445266641015686,0.6324052780389711,0.0,0,6,0.43370705289360073
7,3.149440579377228,2.3606752108291547,2.7690592238760594,2.469130202068591,0.15104161720760484,3.16747450220749,3.4004917640810643,0.9320859859115336,1.4945155204885048,0.0,0,7,0.5417070359053139
8,2.6794575575715407,2.3459311372709193,2.7868704999925202,2.372579930598799,0.15104161720760484,0.6135201114037659,1.0951113298374953,4.187050040544251,1.4945155204885048,0.0,0,8,0.4826773022593759
9,3.149440579377228,2.3459311372709193,2.7690592238760594,2.469130202068591,0.15104161720760484,3.1405074546072203,1.0951113298374953,0.9320859859115336,1.4945155204885048,0.0,0,9,0.4777962353085944
10,2.6794575575715407,2.3591940042915596,2.825210106952185,3.6601784950766576,0.15104161720760484,0.6135201114037659,1.0951113298374953,0.9320859859115336,1.4945155204885048,0.0,0,10,0.4305114854485667
11,3.089267338097087,2.3459311372709193,2.825210106952185,2.3755715232537282,0.15104161720760484,0.6135201114037659,1.742265197871355,0.9320859859115336,0.6324052780389711,0.0,0,11,0.4004765841150003
12,3.089267338097087,2.2365034386346845,2.7690592238760594,7.265344566520995,0.15104161720760484,0.6135201114037659,1.742265197871355,0.9320859859115336,1.4945155204885048,0.0,0,12,0.5525904653091164
13,2.6794575575715407,2.3606752108291547,2.847881495568057,2.3755715232537282,0.15104161720760484,3.5112793471047166,1.0951113298374953,2.9445266641015686,1.4945155204885048,0.0,0,13,0.5298932751027725
14,2.924672749292935,2.3111482561341194,2.825210106952185,4.4835813583661315,0.15104161720760484,3.1405074546072203,3.1597180585730555,0.9320859859115336,1.4945155204885048,0.0,0,14,0.5833295745107862
15,2.810966175609983,2.3606752108291547,2.827256483239813,2.372579930598799,0.15104161720760484,3.16747450220749,1.0951113298374953,5.480357457491845,1.4945155204885048,0.0,0,15,0.5925195488376068
16,2.7055703978906718,2.2365034386346845,2.827256483239813,4.248793390257147,0.15104161720760484,3.5112793471047166,3.1597180585730555,0.9320859859115336,1.4945155204885048,0.0,0,16,0.5790894375243086
17,3.089267338097087,2.3111482561341194,2.7690592238760594,2.3800705758839222,0.15104161720760484,0.6135201114037659,1.0951113298374953,0.9320859859115336,0.6324052780389711,0.0,0,17,0.3805011241360329
18,3.296190533473754,2.3606752108291547,2.7690592238760594,2.3755715232537282,0.15104161720760484,0.6135201114037659,1.0951113298374953,0.9320859859115336,0.6324052780389711,0.0,0,18,0.3873616985825846
