,Head Accessories information value,Eyes information value,Mouth information value,Piercings information value,Bag information value,Chain information value,Clothing information value,Tattoos information value,Base information value,Background information value,Robot information value,Paws information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,2.3461536318884937,3.0209279469005565,3.044840566844884,3.3544307345746915,0.31755211376409703,2.2534569567348117,5.641909670422694,4.742603670042167,3.112018552195214,3.4594316186372973,0.030346020469938617,0.0004870404730514365,0.030843415765638888,0,1,0.4961795584283504
1,3.6039155054366545,3.6684944560136556,2.652076696579693,2.7221089659267887,0.31755211376409703,2.2534569567348117,5.216776293408343,1.3297405419976605,3.182478051785397,5.210752505780573,0.030346020469938617,0.0004870404730514365,0.030843415765638888,0,2,0.4782032633387887
2,2.3461536318884937,3.9502249555573545,3.044840566844884,1.9832167811681658,0.31755211376409703,2.19134710660798,5.473786911614368,2.4051161009492685,3.369450251799632,6.095275288360638,0.030346020469938617,0.0004870404730514365,0.030843415765638888,0,3,0.4943381832130774
3,3.532680600667936,4.716763665106908,2.8138623532119893,2.6177972143058867,0.31755211376409703,2.4665914102101634,5.594081145332079,2.446102034677208,3.369450251799632,4.2258593981707815,0.030346020469938617,0.0004870404730514365,0.030843415765638888,0,4,0.5089565527535962
4,2.3461536318884937,5.57848429028106,2.8138623532119893,1.9832167811681658,0.31755211376409703,2.4665914102101634,4.683014873752367,2.4051161009492685,3.369450251799632,3.512163583327423,0.030346020469938617,0.0004870404730514365,0.030843415765638888,0,5,0.467414912064697
5,2.3461536318884937,2.6019432631050496,2.8138623532119893,3.3118992292374734,0.31755211376409703,3.2721530504447167,5.297464138973904,2.3770190568996785,2.8368723312584896,3.542103854554562,0.030346020469938617,0.0004870404730514365,0.030843415765638888,0,6,0.45541066902135935
6,4.20775001761905,5.57848429028106,3.310288179331488,2.7221089659267887,0.31755211376409703,2.19134710660798,4.823022352497465,1.3297405419976605,2.8508565606941905,3.4594316186372973,0.030346020469938617,0.0004870404730514365,0.030843415765638888,0,7,0.4882238531528678
7,4.20775001761905,3.96535825908251,2.9883600844441256,1.9832167811681658,3.551589063218,2.805894786384133,4.339565971853734,2.3770190568996785,4.195802164314602,5.869715587945507,0.030346020469938617,0.0004870404730514365,0.030843415765638888,0,8,0.5751591592440212
8,3.116234906996284,3.0209279469005565,2.9883600844441256,2.592122292294022,0.31755211376409703,3.2721530504447167,4.674699605540364,1.3297405419976605,4.195802164314602,4.346153631888494,0.030346020469938617,0.0004870404730514365,0.030843415765638888,0,9,0.4733988316027757
9,2.3461536318884937,5.691378346686994,3.310288179331488,1.9832167811681658,0.31755211376409703,2.805894786384133,5.073248982030639,1.3297405419976605,4.484647904246134,4.69557833521628,0.030346020469938617,0.0004870404730514365,0.030843415765638888,0,10,0.5079589623385936
