,Hat information value,Eyes information value,Mouth information value,Body information value,Background information value,Chain information value,Earrings information value,Legendary information value,Shoes information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,3.8745686244196733,5.296188774088485,4.374517134773445,3.7131824703326552,4.2758072740904645,0.2177233405235131,0.18206556431452459,0.00433488967136061,0.002240558053830463,0.43679287653069465,0,1,0.44029516131804647
1,4.8723810651819095,4.7874921675953965,4.124961113378537,6.000298540102646,3.8208507645418273,0.2177233405235131,0.18206556431452459,0.00433488967136061,0.002240558053830463,0.43679287653069465,0,2,0.4810580354188768
2,5.380722284300153,3.799911426849464,4.514189426307775,5.094045036595842,4.083885170375621,0.2177233405235131,0.18206556431452459,0.00433488967136061,0.002240558053830463,0.43679287653069465,0,3,0.46663109369420047
3,4.623993435312517,5.418524317012538,4.374517134773445,3.6166514599713486,4.083885170375621,4.264288689622198,0.18206556431452459,0.00433488967136061,0.002240558053830463,2.2765302483180165,0,4,0.5675903441170818
4,4.594847089653,5.05879418941279,4.514189426307775,5.503993659201886,3.8658382193151373,0.2177233405235131,0.18206556431452459,0.00433488967136061,0.002240558053830463,0.43679287653069465,0,5,0.47971375921764875
5,3.5039936592018868,5.0195347589655634,6.7151413233707125,3.0513512062272286,4.048878720547708,0.2177233405235131,0.18206556431452459,0.00433488967136061,0.002240558053830463,4.473831688691634,0,6,0.5355592972467581
6,4.638790437240597,4.657502697502768,4.707321818911413,3.0513512062272286,3.8549989869536727,0.2177233405235131,0.18206556431452459,0.00433488967136061,0.002240558053830463,0.43679287653069465,0,7,0.4280115348755098
7,4.730908639229029,5.418524317012538,4.758923015398625,4.58049179667593,3.844240584817408,0.2177233405235131,0.18206556431452459,0.00433488967136061,0.002240558053830463,0.43679287653069465,0,8,0.47568858393526287
8,4.767028065035681,4.808250727762194,4.145946138507872,4.638790437240597,3.844240584817408,0.2177233405235131,0.18206556431452459,0.00433488967136061,0.002240558053830463,0.43679287653069465,0,9,0.4534778281783197
9,5.380722284300153,5.210797282857841,4.514189426307775,4.111998806584535,3.9212906656628554,0.2177233405235131,0.18206556431452459,0.00433488967136061,0.002240558053830463,0.43679287653069465,0,10,0.47186969719417926
10,4.623993435312517,6.846385856648965,3.695671459172487,3.3575893187526282,4.048878720547708,5.8988532765431,0.18206556431452459,0.00433488967136061,0.002240558053830463,2.2765302483180165,0,11,0.6087033008156637
11,4.825075350403552,5.319840042153131,7.483815777264256,6.21633546639927,3.8208507645418273,0.2177233405235131,0.18206556431452459,0.00433488967136061,0.002240558053830463,0.43679287653069465,0,12,0.5609407504509409
12,5.073796352752037,4.92582032414337,6.227476024004471,3.0513512062272286,3.944082530536098,0.2177233405235131,0.18206556431452459,0.00433488967136061,0.002240558053830463,0.43679287653069465,0,13,0.47351318243098994
13,4.754887502163468,5.063777596927046,3.316862342353235,3.238703279427725,5.3869542380116675,0.2177233405235131,6.356060230065884,0.00433488967136061,0.002240558053830463,2.2765302483180165,0,14,0.6024371452392592
14,4.594847089653,6.8636638480808,4.099151927028931,5.503993659201886,3.844240584817408,0.2177233405235131,0.18206556431452459,0.00433488967136061,0.002240558053830463,0.43679287653069465,0,15,0.5066349592618526
