,Bottle information value,Liquid information value,Tassels information value,Logo information value,Hoody information value,Outline information value,Background information value,Teeth information value,Eyes information value,Headgear information value,Mask information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,2.0158249671616826,3.347065095564734,1.3317983389114236,5.4768486717147065,5.126007884912105,4.738715376116166,1.9668092900628515,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,0,0.3654476279566125
1,5.548698956734385,3.347065095564734,1.3225840144444163,5.116876873159977,4.329818880506828,4.738715376116166,6.5797258523550095,8.78135971352466,0.41049797343937483,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,1,0.6054082733667235
2,5.586012115202441,4.634053014744366,1.3225840144444163,2.006836183934428,4.738715376116166,3.536472654401125,5.586012115202441,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,2.694745766115164,0,2,0.4403701630685599
3,5.098786416177082,3.433694057223689,3.3430668619455126,5.397309906729499,5.045837536228122,6.998951148597286,5.139813684437136,0.06464312181869028,7.015824967161683,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,3,0.6248939395729456
4,5.548698956734385,4.280557660467502,1.3225840144444163,5.4768486717147065,4.130595154407757,3.5258589803762734,5.6972954487361855,0.06464312181869028,0.41049797343937483,9.425215903299383,0.014632054661541757,1.9459408730491794,0,4,0.5983817074864962
5,2.0158249671616826,4.49152524834715,3.3430668619455126,7.121435155122281,5.003151137126572,3.536472654401125,1.9668092900628515,0.06464312181869028,5.738715376116166,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,5,0.5068248311178969
6,4.653726433798786,3.4084076156128305,3.3430668619455126,2.006836183934428,6.471019592912509,4.749258870357635,4.982272407450656,0.06464312181869028,0.41049797343937483,7.177288389855799,0.014632054661541757,0.8632120396478323,0,6,0.5454911502302573
7,4.9947633516338525,4.530398139991441,3.3430668619455126,6.158429362604483,7.380821783940931,4.634053014744366,1.9668092900628515,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,7,0.4942276544358081
8,5.548698956734385,3.290789583078458,1.3317983389114236,6.041511610825332,5.982272407450656,3.2060473828372227,5.78135971352466,0.06464312181869028,0.41049797343937483,9.518325307690866,0.014632054661541757,1.9459408730491794,0,8,0.6168743966727999
9,5.548698956734385,3.4084076156128305,1.3225840144444163,2.006836183934428,6.795859283219775,4.749258870357635,4.666992688572659,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,2.694745766115164,0,9,0.45592843853639325
10,5.158429362604483,4.280557660467502,1.3317983389114236,2.006836183934428,5.710970385633262,4.321928094887363,5.630800036949278,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,2.694745766115164,0,10,0.45510876808191914
11,6.359126712841611,4.589165548241315,1.3225840144444163,6.0942990251847675,5.724776185158292,5.196397212803504,6.530398139991441,0.06464312181869028,5.870627051621747,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,11,0.6279555269062652
12,5.548698956734385,4.634053014744366,1.3225840144444163,6.158429362604483,5.982272407450656,6.965784284662087,1.9668092900628515,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,12,0.4880825735166086
13,5.4084076156128305,3.4084076156128305,1.3317983389114236,6.6050369408841965,5.126007884912105,3.536472654401125,4.666992688572659,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,13,0.4523955307143765
14,5.076487749068307,4.252788394653901,3.3430668619455126,5.925370016216179,4.329818880506828,5.011587974275212,5.6050369408841965,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,14,0.501890084857799
15,4.978132677089732,3.3404075154950226,1.3317983389114236,5.459431618637297,5.488577964296813,3.536472654401125,4.351074440546879,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,15,0.4295543407754515
16,5.172550470849136,4.530398139991441,1.3317983389114236,2.006836183934428,5.518325307690866,5.643856189774724,1.9668092900628515,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,2.694745766115164,0,16,0.4226359296761649
17,4.627554377445624,3.3404075154950226,1.3225840144444163,5.637313343907953,6.471019592912509,4.634053014744366,1.9668092900628515,0.06464312181869028,6.121435155122281,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,17,0.5197550077033489
18,5.167828060606732,3.290789583078458,1.3317983389114236,2.006836183934428,6.337753062049045,3.473931188332412,5.02007444016304,0.06464312181869028,5.870627051621747,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,18,0.4810825946593976
19,5.6972954487361855,3.433694057223689,3.3430668619455126,2.006836183934428,5.759879986114208,5.663664670854905,5.573466861883326,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,2.694745766115164,0,19,0.49853348207497716
20,5.076487749068307,4.137503523749935,1.3317983389114236,5.045837536228122,5.512326567069422,5.196397212803504,5.586012115202441,0.06464312181869028,5.637313343907953,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,20,0.5684125098840203
21,5.4084076156128305,7.4944785657364985,1.3317983389114236,2.006836183934428,5.630800036949278,5.598667416008469,4.351074440546879,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,2.694745766115164,0,21,0.5034551261222437
22,5.683748916898237,3.290789583078458,3.3430668619455126,6.982272407450656,6.482701397960144,3.5258589803762734,1.9668092900628515,0.06464312181869028,5.870627051621747,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,22,0.5630097483244657
23,5.6972954487361855,3.3404075154950226,3.3430668619455126,6.149091498025147,4.103287808412022,3.473931188332412,4.666992688572659,0.06464312181869028,5.738715376116166,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,23,0.5539562912415816
24,4.978132677089732,4.252788394653901,1.3317983389114236,6.982272407450656,4.130595154407757,3.1514203040851196,4.982272407450656,0.06464312181869028,6.076487749068307,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,24,0.5449895689426981
25,5.158429362604483,4.530398139991441,1.3317983389114236,5.158429362604483,4.130595154407757,3.2060473828372227,4.982272407450656,0.06464312181869028,0.41049797343937483,6.901653947242371,0.014632054661541757,1.9459408730491794,0,25,0.5410648059453714
26,6.6050369408841965,3.433694057223689,1.3225840144444163,6.0243364670172,5.724776185158292,3.1514203040851196,4.582865559885576,7.380821783940931,0.41049797343937483,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,26,0.583395356074747
27,2.0158249671616826,3.347065095564734,1.3225840144444163,6.6050369408841965,4.103287808412022,3.536472654401125,5.003151137126572,0.06464312181869028,5.717856771218502,8.295932886354418,0.014632054661541757,4.836501267717121,0,27,0.6415638261096279
28,2.0158249671616826,3.8725468057851122,1.3225840144444163,8.255290901857071,5.512326567069422,4.634053014744366,5.6050369408841965,0.06464312181869028,7.121435155122281,6.901653947242371,0.014632054661541757,4.836501267717121,0,28,0.7172641728282676
29,7.78135971352466,3.290789583078458,1.3317983389114236,4.9947633516338525,6.76700442054759,3.1514203040851196,1.9668092900628515,0.06464312181869028,0.41049797343937483,6.9333628069697095,0.014632054661541757,1.9459408730491794,0,29,0.5527581038347554
30,2.0158249671616826,3.3404075154950226,1.3225840144444163,6.870627051621747,6.4944785657364985,3.473931188332412,5.210896782498619,8.78135971352466,0.41049797343937483,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,30,0.5731644030543703
31,5.683748916898237,3.8725468057851122,3.3430668619455126,7.295932886354418,4.103287808412022,3.473931188332412,5.6972954487361855,0.06464312181869028,7.359126712841611,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,31,0.6156794323047531
32,4.627554377445624,3.347065095564734,1.3317983389114236,6.870627051621747,5.290789583078459,3.1514203040851196,5.586012115202441,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,32,0.45414224028787653
33,5.144445133168782,3.3404075154950226,1.3317983389114236,2.006836183934428,6.4944785657364985,3.1514203040851196,6.630800036949278,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,2.694745766115164,0,33,0.4502303765403193
34,5.172550470849136,3.4084076156128305,1.3317983389114236,5.116876873159977,5.290789583078459,3.536472654401125,5.6972954487361855,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,34,0.4448315201302392
35,5.4084076156128305,5.364519971611831,1.3225840144444163,5.045837536228122,5.7885912827557355,5.011587974275212,4.582865559885576,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,35,0.48730695112971895
36,2.0158249671616826,3.290789583078458,1.3317983389114236,5.116876873159977,5.488577964296813,4.738715376116166,1.9668092900628515,7.139813684437136,6.630800036949278,0.19880371051059845,0.014632054661541757,4.836501267717121,0,36,0.6116321972956765
37,5.167828060606732,3.4084076156128305,1.3317983389114236,5.738715376116166,5.5548511837159795,3.5258589803762734,5.139813684437136,0.06464312181869028,5.870627051621747,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,37,0.5428749927206393
38,5.063272129564143,4.589165548241315,1.3225840144444163,5.810506059184176,5.690506283073546,5.61786098124178,5.717856771218502,0.06464312181869028,8.425215903299383,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,38,0.6358150010782583
39,5.548698956734385,3.8725468057851122,3.2741993644071363,2.006836183934428,5.745735803793939,5.196397212803504,4.351074440546879,0.06464312181869028,0.41049797343937483,6.9333628069697095,0.014632054661541757,0.8632120396478323,0,39,0.5474499663537523
40,5.158429362604483,3.433694057223689,3.3430668619455126,6.870627051621747,4.130595154407757,3.5258589803762734,5.586012115202441,0.06464312181869028,6.683748916898237,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,40,0.5856926241496846
41,5.172550470849136,3.8725468057851122,1.3317983389114236,7.295932886354418,7.6972954487361855,3.1514203040851196,1.9668092900628515,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,41,0.45819052547801387
42,5.144445133168782,3.3404075154950226,1.3225840144444163,2.006836183934428,5.6972954487361855,4.321928094887363,5.512326567069422,0.06464312181869028,6.121435155122281,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,42,0.49492006153615886
43,4.929360876412213,3.4084076156128305,1.3317983389114236,6.982272407450656,5.759879986114208,3.536472654401125,5.003151137126572,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,43,0.4648115131807215
44,2.0158249671616826,4.530398139991441,1.3225840144444163,6.041511610825332,5.290789583078459,3.1514203040851196,1.9668092900628515,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,44,0.36997042719321943
45,5.548698956734385,4.589165548241315,3.3430668619455126,6.085365900414759,4.329818880506828,5.663664670854905,1.9668092900628515,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,45,0.473037842640771
46,5.063272129564143,3.347065095564734,1.3225840144444163,2.006836183934428,6.998951148597286,3.473931188332412,5.512326567069422,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,2.694745766115164,0,46,0.44486454100845185
47,5.144445133168782,4.589165548241315,1.3225840144444163,5.116876873159977,5.567234908171812,3.2060473828372227,5.738715376116166,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,47,0.4610036610983386
48,5.4084076156128305,3.8725468057851122,1.3225840144444163,5.158429362604483,5.6972954487361855,5.61786098124178,6.50635266602479,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,48,0.5024523821923818
49,6.6050369408841965,3.8725468057851122,1.3225840144444163,5.158429362604483,6.710970385633262,5.61786098124178,6.8553602949684365,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,49,0.5390518593098381
50,5.063272129564143,3.290789583078458,1.3317983389114236,5.397309906729499,5.126007884912105,4.634053014744366,1.9668092900628515,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,50,0.40558875096828967
51,5.167828060606732,3.290789583078458,1.3317983389114236,5.459431618637297,5.567234908171812,5.598667416008469,1.9668092900628515,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,51,0.4280765828838352
52,5.076487749068307,4.206047382837223,1.3225840144444163,5.4768486717147065,6.630800036949278,5.710970385633262,4.582865559885576,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,52,0.4942028000786086
53,5.172550470849136,5.61786098124178,1.3225840144444163,5.397309906729499,4.329818880506828,5.011587974275212,5.78135971352466,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,53,0.48886110226828344
54,2.0158249671616826,4.49152524834715,1.3225840144444163,6.0243364670172,5.982272407450656,3.536472654401125,6.50635266602479,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,54,0.4494817248666397
55,2.0158249671616826,4.589165548241315,1.3317983389114236,2.006836183934428,4.836501267717121,3.2060473828372227,4.582865559885576,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,2.694745766115164,0,55,0.37113213043520266
56,5.0243364670172,3.8725468057851122,1.3317983389114236,5.116876873159977,6.710970385633262,7.103287808412022,5.028611122117526,0.06464312181869028,6.121435155122281,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,56,0.6082564116527636
57,2.0158249671616826,3.8725468057851122,1.3317983389114236,5.878321443411748,5.690506283073546,3.536472654401125,1.9668092900628515,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,57,0.3695834820547127
58,5.548698956734385,4.280557660467502,3.3430668619455126,6.982272407450656,5.24530681328445,3.536472654401125,1.9668092900628515,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,58,0.46412282368237223
59,6.177288389855799,3.433694057223689,3.2741993644071363,5.878321443411748,9.103287808412022,3.1514203040851196,1.9668092900628515,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,59,0.49389415002551523
60,2.0158249671616826,4.634053014744366,1.3225840144444163,2.006836183934428,5.290789583078459,3.536472654401125,5.139813684437136,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,2.694745766115164,0,60,0.3908287276452887
61,5.548698956734385,4.252788394653901,1.3317983389114236,8.295932886354418,5.7885912827557355,4.738715376116166,5.02007444016304,0.06464312181869028,6.530398139991441,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,61,0.6253760562141523
62,5.158429362604483,4.49152524834715,3.2741993644071363,2.006836183934428,6.518325307690866,4.749258870357635,5.139813684437136,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,2.694745766115164,0,62,0.4965383307776862
63,5.167828060606732,3.4084076156128305,1.3317983389114236,2.006836183934428,6.710970385633262,3.5258589803762734,5.003151137126572,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,2.694745766115164,0,63,0.4367115941733557
64,5.172550470849136,4.634053014744366,1.3317983389114236,6.149091498025147,5.690506283073546,3.2060473828372227,5.028611122117526,0.06464312181869028,5.99058767566266,6.949482472332987,0.014632054661541757,4.836501267717121,0,64,0.7017048689113802
65,5.063272129564143,3.8725468057851122,1.3225840144444163,5.810506059184176,5.7885912827557355,6.870627051621747,4.351074440546879,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,65,0.49524098860120747
66,5.0243364670172,3.347065095564734,3.2741993644071363,7.121435155122281,5.290789583078459,5.011587974275212,5.573466861883326,0.06464312181869028,5.870627051621747,7.177288389855799,0.014632054661541757,4.836501267717121,0,66,0.7523010575588891
67,5.098786416177082,4.280557660467502,3.2741993644071363,6.177288389855799,5.24530681328445,3.473931188332412,5.717856771218502,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,67,0.49793985064660423
68,4.653726433798786,4.252788394653901,3.3430668619455126,5.4768486717147065,6.998951148597286,3.1514203040851196,5.512326567069422,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,68,0.4996730984466753
69,2.0158249671616826,3.4084076156128305,3.3430668619455126,2.006836183934428,5.003151137126572,4.738715376116166,4.351074440546879,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,2.694745766115164,0,69,0.40399524692519434
70,4.666992688572659,4.206047382837223,1.3317983389114236,5.459431618637297,5.630800036949278,3.473931188332412,4.666992688572659,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,0.8632120396478323,0,70,0.4431412416039223
71,2.0158249671616826,3.8725468057851122,1.3317983389114236,5.116876873159977,4.130595154407757,5.196397212803504,5.139813684437136,0.06464312181869028,6.076487749068307,0.19880371051059845,0.014632054661541757,1.9459408730491794,0,71,0.502010421230741
72,2.0158249671616826,12.425215903299383,11.425215903299383,13.425215903299383,13.425215903299383,12.425215903299383,13.425215903299383,0.06464312181869028,0.41049797343937483,0.19880371051059845,0.014632054661541757,2.694745766115164,3,72,7.507520886690258
73,5.158429362604483,3.4084076156128305,1.3225840144444163,5.397309906729499,4.836501267717121,3.2060473828372227,5.78135971352466,0.06464312181869028,0.41049797343937483,7.337753062049045,0.014632054661541757,1.9459408730491794,0,73,0.5560627313444922
