,GLASSES information value,EYEBROWS information value,EYE SHADOW information value,EYE COLOR information value,EYES information value,LIP COLOR information value,MOUTH information value,FRECKLES information value,NOSE information value,NECKLACE information value,CLOTHES information value,FACE SHAPE information value,SKIN TONE information value,HAIR COLOR information value,FLAIR information value,BACKGROUND information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,0.4412941914814978,2.958893175503457,3.318901309636196,1.7315411101067268,2.9060251516468196,4.293214665972546,4.389722646825892,1.785233522633407,2.171224141593936,0.47539079731695705,4.706367520906447,2.6124931824459594,2.732979251153767,3.098979257124056,5.461019615540489,6.298883416059239,0.0,0,1,0.5301906620996192
1,0.4412941914814978,3.033720617844001,3.4110511562664043,1.7315411101067268,2.9454934348322657,3.3406618283750067,2.4562608590293538,0.49437124377045966,2.147377399639568,0.47539079731695705,4.5393752532419445,2.5733225851652817,2.732979251153767,2.736821317448161,5.771868264547361,5.293214665972546,0.0,0,2,0.47374448228569355
2,0.4412941914814978,2.958893175503457,3.204088775499563,1.7315411101067268,2.9060251516468196,2.3590497275735145,4.374678766601443,0.49437124377045966,2.1314850265427223,5.608088003325959,4.552858482605567,2.5733225851652817,2.763026387795555,2.736821317448161,5.861303348129306,3.7272352686189634,0.0,0,3,0.5199042500005205
3,5.965640007944042,3.033720617844001,3.318901309636196,1.7315411101067268,3.568179281889322,2.3590497275735145,3.702605602110248,1.785233522633407,2.171224141593936,0.47539079731695705,4.636516411652476,2.5733225851652817,2.697916956316619,3.098979257124056,5.205419061477533,3.7581375486852533,0.0,0,4,0.5377020651835073
4,5.287568102831404,2.94771809994678,5.345053597492164,1.7315411101067268,2.9454934348322657,2.3590497275735145,2.701666653140633,0.49437124377045966,3.3160245488806326,5.608088003325959,4.687655260644276,2.5587972532887413,4.992947353939777,2.736821317448161,6.011443697557167,3.656391047127426,0.0,0,5,0.6160660576599081
5,6.068399582369243,2.94771809994678,4.844624606982676,3.3117201348246197,3.568179281889322,2.3590497275735145,2.4562608590293538,0.49437124377045966,2.1608636299882145,0.47539079731695705,4.869715587945507,2.5690352267621837,2.763026387795555,2.14609954743832,4.0231255026048025,3.682088584769735,0.0,0,6,0.5232925357112158
6,5.895250680052644,3.017272776359364,3.4110511562664043,1.728191012304721,2.9454934348322657,2.3590497275735145,2.701666653140633,0.49437124377045966,2.1608636299882145,0.47539079731695705,4.748409291723373,2.6124931824459594,2.7377834348835446,2.446003755100829,4.0231255026048025,3.719612027415938,0.0,0,7,0.48825252102892136
7,0.4412941914814978,2.958893175503457,3.4202893631217424,1.754725191870122,3.017272776359364,2.3153062540981124,3.44679017923635,0.49437124377045966,2.171224141593936,0.47539079731695705,4.5393752532419445,2.5733225851652817,2.697916956316619,3.2445408192368568,4.181659594260247,3.7272352686189634,0.0,0,8,0.4451302978529255
8,0.4412941914814978,2.958893175503457,3.4110511562664043,1.728191012304721,2.935524677035971,2.3153062540981124,3.865503336658592,0.49437124377045966,2.1314850265427223,5.64371191305668,4.710139274795655,2.5587972532887413,4.208083319004589,2.736821317448161,5.861303348129306,3.7272352686189634,0.0,0,9,0.5339006404093073
9,5.895250680052644,2.958893175503457,1.965640007944042,1.728191012304721,2.980367293690595,4.293214665972546,2.4562608590293538,0.49437124377045966,2.171224141593936,0.47539079731695705,4.546101116430258,2.6124931824459594,2.7610688636948386,2.736821317448161,4.181659594260247,3.752292726210601,0.0,0,10,0.49397734561272516
