,Type information value,Family information value,Team information value,Lighting information value,Top information value,Visor information value,Hand information value,Helmet information value,Background information value,Neck information value,Background Accessory information value,Back information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,8.065319958213001,5.639055203510903,2.321928094887362,0.0017322736212371358,10.550746785383243,9.550746785383243,9.065319958213001,10.065319958213001,9.785212039020266,0.4253333148999282,0.30412493210938507,0.676841330315018,1.1278410427710601,0,1,1.0438337906586381
1,8.065319958213001,5.743391863325639,2.321928094887362,0.0017322736212371358,13.872674880270605,2.6259342817774622,8.349112924213593,9.702749878828293,10.065319958213001,0.4253333148999282,0.30412493210938507,0.676841330315018,3.694010029264134,1,2,3.5884252743760414
2,8.065319958213001,5.5372845255766805,2.321928094887362,0.0017322736212371358,9.480357457491845,10.413243261633308,8.965784284662087,8.480357457491845,10.065319958213001,0.4253333148999282,0.30412493210938507,0.676841330315018,1.1278410427710601,0,3,1.017358503248455
3,8.065319958213001,6.325780420382969,2.321928094887362,0.0017322736212371358,8.91847856988373,11.550746785383243,12.872674880270605,9.065319958213001,2.539519529959989,10.413243261633308,9.287712379549449,0.676841330315018,1.4437913282604151,0,4,1.2894804053863183
4,8.065319958213001,5.817392444769416,2.321928094887362,13.872674880270605,10.065319958213001,1.4577254387963419,8.587272661408358,1.8042324642447798,2.539519529959989,0.4253333148999282,8.785212039020266,0.676841330315018,1.1278410427710601,1,5,3.5837627339045666
5,4.82555096815658,5.639055203510903,2.321928094887362,0.0017322736212371358,7.144754425707406,4.360922226503226,8.663221514641656,9.872674880270605,2.8804446153047176,0.4253333148999282,0.30412493210938507,0.676841330315018,1.1278410427710601,0,6,0.7451837419308813
6,4.82555096815658,0.15221684187730825,2.321928094887362,0.0017322736212371358,6.046126392979691,2.6259342817774622,3.04533217603649,8.413243261633308,2.908334012478187,7.22881869049588,0.30412493210938507,0.676841330315018,1.1278410427710601,0,7,0.6128670562105093
7,4.82555096815658,0.15221684187730825,2.321928094887362,0.0017322736212371358,4.060497574756158,2.6259342817774622,6.7746427973100785,8.480357457491845,2.905448621434612,0.4253333148999282,0.30412493210938507,5.203789896004358,1.1278410427710601,0,8,0.605628652434579
8,4.82555096815658,0.15221684187730825,2.321928094887362,0.0017322736212371358,7.515122875652522,2.6259342817774622,5.605888339575704,8.257965036155397,2.905448621434612,0.4253333148999282,0.30412493210938507,0.676841330315018,3.694010029264134,0,9,0.6072149395159092
9,4.82555096815658,5.639055203510903,2.321928094887362,0.0017322736212371358,5.0685438590872876,2.6259342817774622,4.847535317992097,8.257965036155397,9.965784284662087,0.4253333148999282,0.30412493210938507,0.676841330315018,3.694010029264134,0,10,0.7515152782030546
