,Lips Color information value,Mouth information value,Earrings information value,Necklace information value,Clothes information value,Hairstyle information value,Facial Features information value,Eyes information value,Skin Tone information value,Background information value,Face Accessories information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,3.1857367086002184,4.629500896797655,3.6989977439671855,4.339345147964772,4.764150423492437,4.132894270497345,4.080698059371917,4.52616114710497,3.291945228671648,3.346664773208869,0.989363363891263,1.2280299323018107,0,0,0.5007851250880194
1,1.733123527871812,2.5898760215870733,5.467533417134262,1.732164607902385,4.665660560093073,3.9367731980030185,5.073393258748683,6.168771306825942,3.291945228671648,3.5580916359964108,3.8468432119385794,1.2280299323018107,0,1,0.5135821258529116
2,2.325539348439741,2.5286564403892795,2.1558554189406567,3.77595972578207,4.140507454607221,4.680382065799839,6.380821783940931,4.529489164822724,3.255666652618641,3.465938397578882,4.680382065799839,1.2280299323018107,0,2,0.511862235897655
3,2.325539348439741,2.5898760215870733,3.6989977439671855,1.732164607902385,5.725469955328377,4.583808806104786,4.080698059371917,4.587272661408357,3.255666652618641,3.5580916359964108,4.651087759005801,1.2280299323018107,0,3,0.4984506400275578
4,2.3459311372709193,2.5286564403892795,3.687799537362322,4.39896913065119,4.229720656790273,4.0397848661058635,3.9816506901211084,3.6547171824064915,5.695255342281369,3.45166202449138,4.680382065799839,2.1379652600447674,0,4,0.5318548053804565
5,1.733123527871812,2.5286564403892795,3.6989977439671855,3.855170479161191,4.643856189774724,4.0303245368567975,4.0397848661058635,4.426625473554056,3.2848973639423953,3.446934455954395,3.8468432119385794,2.1379652600447674,0,5,0.4943753660890742
6,2.325539348439741,4.316168825598678,3.6803820657998387,1.732164607902385,4.658355759469839,4.587272661408357,4.1127866970487705,3.5112793471047166,3.4158071418902622,3.465938397578882,0.989363363891263,1.873555700275309,0,6,0.4587317398795089
7,1.733123527871812,2.5286564403892795,3.6989977439671855,3.793856930308627,4.676687582242097,3.9367731980030185,4.013916780335185,4.597714408130003,3.2778837621813413,3.4803574574918454,0.989363363891263,1.2280299323018107,0,7,0.4502703118667457
8,2.3459311372709193,2.5855396941839017,4.647467443327104,1.732164607902385,4.658355759469839,4.6152870375779536,2.7553564542606015,3.5047141706290357,5.665660560093073,3.45166202449138,3.799872345726398,1.873555700275309,0,8,0.49392916183512997
9,2.3459311372709193,2.5286564403892795,3.6047177958677663,3.77595972578207,4.205563338195578,4.587272661408357,4.080698059371917,4.52616114710497,3.2778837621813413,3.446934455954395,0.989363363891263,1.2280299323018107,0,9,0.4578842112511141
10,2.325539348439741,2.5898760215870733,4.772012541265407,4.351074440546879,4.643856189774724,4.153286059328523,5.573466861883326,6.148161027150656,3.356975041986563,3.465938397578882,3.799872345726398,2.1379652600447674,0,10,0.5613410222289644
11,1.733123527871812,4.316168825598678,4.516222910048851,3.855170479161191,4.2243172982609405,4.587272661408357,4.1053180261449205,4.587272661408357,4.290532898611828,3.435963338133392,5.5328248773859805,2.1379652600447674,0,11,0.5613900079076429
12,4.006941609418847,2.5286564403892795,2.1558554189406567,4.39896913065119,4.2243172982609405,4.153286059328523,5.12784104277106,3.6547171824064915,3.2778837621813413,3.512925319948276,0.989363363891263,1.873555700275309,0,12,0.473391021015207
13,1.733123527871812,2.5898760215870733,2.1558554189406567,4.351074440546879,4.740817919661812,4.042159673293767,3.9816506901211084,4.587272661408357,6.878321443411748,3.435963338133392,3.828280760912152,1.2280299323018107,0,13,0.5166691549722598
14,1.733123527871812,2.5286564403892795,3.6029637591278236,3.824188006278269,5.7027498788282935,5.608232280044003,4.083141235300246,4.5907448533151625,3.2848973639423953,3.465938397578882,0.989363363891263,1.2280299323018107,0,14,0.4821426683029616
15,1.733123527871812,2.5286564403892795,2.1558554189406567,4.377819295779408,4.1003603063489535,4.583808806104786,5.405069330187608,4.529489164822724,3.4158071418902622,3.4803574574918454,0.989363363891263,1.873555700275309,0,15,0.4647185049530114
16,2.3459311372709193,3.52616114710497,2.1558554189406567,3.793856930308627,4.2243172982609405,6.50635266602479,5.073393258748683,4.587272661408357,5.695255342281369,3.5580916359964108,3.8468432119385794,1.2280299323018107,0,16,0.5521273503407483
17,2.325539348439741,3.4312868509239185,3.687799537362322,1.732164607902385,4.676687582242097,4.058893689053568,5.12784104277106,3.522840788813359,3.3262626851512533,3.4803574574918454,0.989363363891263,1.873555700275309,0,17,0.4535591522968415
18,1.733123527871812,3.4312868509239185,4.516222910048851,1.732164607902385,6.643856189774724,4.0303245368567975,2.7553564542606015,4.587272661408357,3.2778837621813413,3.45166202449138,4.594225422050124,1.873555700275309,0,18,0.5056899101452067
19,1.733123527871812,3.52616114710497,2.1558554189406567,1.732164607902385,4.2243172982609405,4.687799537362322,5.0397848661058635,4.426625473554056,3.291945228671648,3.435963338133392,0.989363363891263,3.9040080870753973,0,19,0.4644082353097652
20,1.733123527871812,2.5286564403892795,4.772012541265407,4.339345147964772,4.205563338195578,4.143054136717567,5.0397848661058635,3.522840788813359,4.330610337987163,3.465938397578882,4.594225422050124,2.1379652600447674,0,20,0.5316249670986841
21,1.733123527871812,2.5855396941839017,2.1558554189406567,4.351074440546879,4.764150423492437,4.132894270497345,5.499809820158018,3.5112793471047166,4.290532898611828,3.4803574574918454,4.658355759469839,1.2280299323018107,0,21,0.5028910164503351
22,2.3459311372709193,2.5286564403892795,3.6989977439671855,3.793856930308627,4.34519787421021,3.9367731980030185,2.7553564542606015,6.107803289534515,3.3262626851512533,3.435963338133392,0.989363363891263,1.873555700275309,0,22,0.4642967959273102
23,1.733123527871812,3.52616114710497,4.714065192056127,4.351074440546879,4.516222910048851,4.651087759005801,4.1127866970487705,4.457989644463391,3.2848973639423953,3.4803574574918454,4.651087759005801,2.1379652600447674,0,23,0.5411593719300224
24,2.325539348439741,2.5898760215870733,3.6989977439671855,3.816037165157405,4.083141235300246,4.680382065799839,4.013916780335185,3.6547171824064915,3.4158071418902622,3.512925319948276,3.799872345726398,2.1379652600447674,0,24,0.49503967973701446
25,1.733123527871812,2.5855396941839017,2.1558554189406567,4.4771407448083025,4.643856189774724,4.153286059328523,4.102837036641166,3.5047141706290357,3.356975041986563,3.45166202449138,3.828280760912152,1.2280299323018107,0,25,0.4652883474004893
26,3.1661788622094176,2.5286564403892795,5.601211852366231,5.316168825598678,4.5700359564830535,5.454822365384707,4.0397848661058635,4.426625473554056,3.3277104474813686,3.4803574574918454,0.989363363891263,1.2280299323018107,0,26,0.5235085009637859
27,3.1857367086002184,2.5898760215870733,4.5907448533151625,4.389866923543938,4.083141235300246,4.687799537362322,4.063710705351345,3.5047141706290357,3.4158071418902622,3.465938397578882,0.989363363891263,1.2280299323018107,0,27,0.476836278746575
28,1.733123527871812,2.5855396941839017,3.6803820657998387,5.316168825598678,4.34519787421021,4.587272661408357,5.594225422050124,4.529489164822724,6.878321443411748,3.435963338133392,0.989363363891263,1.2280299323018107,0,28,0.5326921421745056
29,1.733123527871812,2.5286564403892795,2.1558554189406567,1.732164607902385,4.665660560093073,4.132894270497345,2.7553564542606015,4.587272661408357,3.3262626851512533,3.4803574574918454,4.594225422050124,3.9040080870753973,0,29,0.469731537581092
30,3.1857367086002184,4.316168825598678,4.516222910048851,1.732164607902385,4.34519787421021,4.155855418940657,5.12784104277106,3.6547171824064915,3.255666652618641,3.446934455954395,0.989363363891263,1.873555700275309,0,30,0.4816372469627344
31,2.3459311372709193,2.5898760215870733,3.6803820657998387,3.77595972578207,4.740817919661812,4.042159673293767,5.073393258748683,4.587272661408357,3.2778837621813413,3.446934455954395,4.680382065799839,2.1379652600447674,0,31,0.5264744338869823
32,2.3459311372709193,2.5855396941839017,3.6029637591278236,1.732164607902385,4.125321050792545,4.651087759005801,4.102837036641166,3.6547171824064915,3.356975041986563,3.4803574574918454,4.594225422050124,1.2280299323018107,0,32,0.46812185566746506
33,1.733123527871812,3.4312868509239185,4.772012541265407,4.351074440546879,4.1003603063489535,4.680382065799839,5.499809820158018,3.5047141706290357,3.3262626851512533,3.465938397578882,0.989363363891263,1.2280299323018107,0,33,0.4873663600003264
34,1.733123527871812,2.5855396941839017,3.5855396941839017,3.824188006278269,4.516222910048851,4.132894270497345,2.7553564542606015,3.522840788813359,3.255666652618641,3.446934455954395,0.989363363891263,1.873555700275309,0,34,0.4296979932811169
35,2.3459311372709193,3.4312868509239185,3.687799537362322,3.816037165157405,4.5700359564830535,4.651087759005801,4.083141235300246,4.426625473554056,3.2778837621813413,3.4803574574918454,3.828280760912152,2.1379652600447674,0,35,0.5188520528307267
36,2.325539348439741,2.5286564403892795,4.516222910048851,1.732164607902385,5.695255342281369,5.608232280044003,4.102837036641166,4.5907448533151625,4.330610337987163,3.465938397578882,4.633076351021482,1.2280299323018107,0,36,0.5309628563674508
37,3.1857367086002184,2.5286564403892795,2.1558554189406567,1.732164607902385,4.2243172982609405,4.601211852366231,2.7553564542606015,4.587272661408357,4.362899875943668,3.4803574574918454,0.989363363891263,7.333516069162574,0,37,0.497501647277706
38,4.006941609418847,2.5286564403892795,3.6989977439671855,1.732164607902385,4.676687582242097,4.687799537362322,4.0397848661058635,3.6547171824064915,3.2778837621813413,3.346664773208869,4.633076351021482,1.2280299323018107,0,38,0.49245620236472704
39,3.1661788622094176,2.5286564403892795,3.6029637591278236,3.793856930308627,5.725469955328377,4.155855418940657,4.1053180261449205,3.5047141706290357,4.290532898611828,3.346664773208869,4.658355759469839,2.1379652600447674,0,39,0.5340380756613204
40,3.1857367086002184,2.5286564403892795,3.6989977439671855,1.732164607902385,4.665660560093073,4.132894270497345,5.405069330187608,3.522840788813359,3.3277104474813686,3.4803574574918454,3.828280760912152,1.2280299323018107,0,40,0.48326219430580936
41,4.006941609418847,4.304718804855139,3.6989977439671855,1.732164607902385,6.417347659966045,3.9367731980030185,4.013916780335185,4.55979192498625,3.4158071418902622,3.462753639020927,0.989363363891263,1.873555700275309,0,41,0.5031416752219797
42,2.325539348439741,3.52616114710497,6.601211852366231,1.732164607902385,4.140507454607221,4.058893689053568,3.9816506901211084,4.587272661408357,3.2778837621813413,3.446934455954395,0.989363363891263,1.873555700275309,0,42,0.48094579102393364
43,2.3459311372709193,2.5286564403892795,5.733123527871812,1.732164607902385,6.643856189774724,4.651087759005801,4.083141235300246,3.522840788813359,3.255666652618641,3.446934455954395,0.989363363891263,1.873555700275309,0,43,0.48409169940664876
44,2.3459311372709193,2.5855396941839017,3.687799537362322,1.732164607902385,5.695255342281369,4.143054136717567,4.1053180261449205,4.55979192498625,3.4158071418902622,3.462753639020927,0.989363363891263,1.873555700275309,0,44,0.45787427505501854
45,1.733123527871812,2.5286564403892795,2.1558554189406567,1.732164607902385,5.748553568441418,5.608232280044003,5.0397848661058635,4.52616114710497,3.4158071418902622,3.4803574574918454,0.989363363891263,3.9040080870753973,0,45,0.4847530233859074
46,2.325539348439741,2.5286564403892795,4.647467443327104,4.351074440546879,4.516222910048851,4.601211852366231,4.102837036641166,3.522840788813359,3.255666652618641,3.446934455954395,4.651087759005801,2.1379652600447674,0,46,0.5230168745810939
47,3.1661788622094176,3.4312868509239185,3.5855396941839017,1.732164607902385,4.740817919661812,4.687799537362322,2.7553564542606015,4.587272661408357,4.330610337987163,3.462753639020927,0.989363363891263,3.9040080870753973,0,47,0.490816093113028
48,1.733123527871812,2.5855396941839017,3.687799537362322,4.351074440546879,4.184424571137428,4.6152870375779536,2.7553564542606015,4.457989644463391,3.4158071418902622,3.4803574574918454,0.989363363891263,1.873555700275309,0,48,0.4523382666291458
49,1.733123527871812,2.5855396941839017,3.6047177958677663,1.732164607902385,4.676687582242097,4.132894270497345,5.594225422050124,4.50635266602479,3.3262626851512533,3.462753639020927,0.989363363891263,1.873555700275309,0,49,0.45338177797805085
50,3.1857367086002184,4.629500896797655,3.687799537362322,3.855170479161191,4.229720656790273,4.042159673293767,2.7553564542606015,3.522840788813359,3.291945228671648,3.446934455954395,0.989363363891263,1.873555700275309,0,50,0.46871422879388924
51,2.325539348439741,3.52616114710497,3.6803820657998387,4.339345147964772,4.516222910048851,4.155855418940657,5.573466861883326,3.5047141706290357,3.356975041986563,3.435963338133392,4.651087759005801,2.1379652600447674,0,51,0.5362582201243489
52,1.733123527871812,2.5286564403892795,3.6803820657998387,1.732164607902385,5.748553568441418,4.153286059328523,4.080698059371917,3.522840788813359,4.330610337987163,3.435963338133392,4.594225422050124,1.2280299323018107,0,52,0.48364341795796667
53,2.325539348439741,2.5855396941839017,5.601211852366231,1.732164607902385,5.820106829466452,3.9367731980030185,5.461163892258535,4.5907448533151625,3.2778837621813413,3.446934455954395,3.799872345726398,1.2280299323018107,0,53,0.5196769266270166
54,2.325539348439741,2.5286564403892795,3.6989977439671855,3.824188006278269,4.5700359564830535,3.9367731980030185,4.0397848661058635,4.55979192498625,3.3277104474813686,3.435963338133392,4.594225422050124,2.1379652600447674,0,54,0.5098740127460853
55,2.3459311372709193,3.4312868509239185,4.516222910048851,4.39896913065119,4.740817919661812,4.651087759005801,4.1127866970487705,4.426625473554056,3.3262626851512533,3.512925319948276,3.8468432119385794,2.1379652600447674,0,55,0.539153374158076
56,2.325539348439741,2.5855396941839017,3.6047177958677663,3.77595972578207,4.205563338195578,4.042159673293767,4.083141235300246,3.5112793471047166,3.3262626851512533,3.446934455954395,5.499809820158018,2.1379652600447674,0,56,0.5047163927773314
57,1.733123527871812,2.5286564403892795,3.6029637591278236,3.855170479161191,4.1003603063489535,5.811978948583052,4.102837036641166,4.587272661408357,3.291945228671648,3.512925319948276,4.594225422050124,2.1379652600447674,0,57,0.5203111263347929
58,1.733123527871812,4.304718804855139,4.714065192056127,3.855170479161191,4.2243172982609405,4.0397848661058635,4.102837036641166,4.50635266602479,3.291945228671648,3.4803574574918454,3.799872345726398,2.1379652600447674,0,58,0.5242388479974417
59,1.733123527871812,2.5286564403892795,4.516222910048851,1.732164607902385,6.643856189774724,4.651087759005801,4.1127866970487705,4.597714408130003,3.291945228671648,3.462753639020927,0.989363363891263,1.873555700275309,0,59,0.4761067123124374
60,2.3459311372709193,2.5855396941839017,2.1558554189406567,4.351074440546879,4.1003603063489535,5.454822365384707,3.9816506901211084,4.426625473554056,3.3277104474813686,3.512925319948276,0.989363363891263,1.873555700275309,0,60,0.4639135709883415
61,1.733123527871812,3.4312868509239185,3.687799537362322,1.732164607902385,4.665660560093073,4.042159673293767,4.083141235300246,4.529489164822724,5.695255342281369,3.435963338133392,4.658355759469839,1.2280299323018107,0,61,0.5091954115708807
62,2.325539348439741,2.5286564403892795,2.1558554189406567,4.389866923543938,6.673002535434241,4.601211852366231,2.7553564542606015,4.618827395283202,3.255666652618641,3.465938397578882,4.651087759005801,1.873555700275309,0,62,0.513610110690999
63,2.325539348439741,2.5286564403892795,3.6803820657998387,3.824188006278269,4.2243172982609405,4.058893689053568,2.7553564542606015,3.522840788813359,3.356975041986563,3.512925319948276,0.989363363891263,1.873555700275309,0,63,0.4348201237410617
64,2.325539348439741,2.5286564403892795,4.772012541265407,3.855170479161191,4.676687582242097,4.680382065799839,6.380821783940931,4.5907448533151625,4.362899875943668,3.5580916359964108,3.8468432119385794,2.1379652600447674,0,64,0.5660600847508204
65,3.1857367086002184,4.316168825598678,4.647467443327104,3.855170479161191,4.5700359564830535,4.143054136717567,5.020925838854548,4.587272661408357,3.255666652618641,3.4803574574918454,3.828280760912152,2.1379652600447674,0,65,0.5579016404223229
