,stankfinder information value,MUNCHYHOLE information value,Eye on dat side information value,Eyz on dis side information value,Hedz information value,Eers information value,Boddee information value,collrzes information value,1 of 1 information value,djeimebdie information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,4.680237789081794,4.725325678610332,4.721514064660313,5.0161050749270295,4.112642420330726,4.068399582369243,5.861303348129306,4.002165883969156,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,0,0.527126281300432
1,4.680237789081794,4.23500005202725,4.721514064660313,4.6655162833750286,3.8931054082210874,3.8634018140133044,4.324672097494144,3.6473231666090586,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,1,0.48238358937451276
2,4.356830765268518,4.64371191305668,4.608088003325959,4.519383778054478,4.030180260138753,3.787722215748199,4.254145101293954,3.7007283148695778,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,2,0.4805413938968292
3,4.576761669132052,4.321783818169317,4.559647648268205,5.122661176155717,5.058749412335524,3.787722215748199,4.3657271657569146,3.6116110698896557,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,3,0.5018556165238546
4,4.536024043742306,4.377675019061362,4.650943482287755,5.025473257461225,4.10269275992312,3.7837423648356534,5.142909859999522,3.6240099986141314,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,4,0.4995710420227795
5,4.706367520906447,4.347988888516711,4.536024043742306,5.030180260138753,4.025473257461225,6.493152236481299,6.559647648268205,3.6240099986141314,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,5,0.5573875053351749
6,4.702605602110248,4.284753087224351,4.721514064660313,5.179043646053235,4.112642420330726,4.110148564842167,4.307428525192248,3.5579473592783657,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,6,0.49578139095041296
7,4.6222321856462285,4.345053597492164,4.721514064660313,5.179043646053235,4.030180260138753,5.615142760859909,4.287568102831404,3.6116110698896557,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,7,0.5161373652636159
8,4.26520028980295,4.3687048655568095,5.034902670381156,4.72914738956274,4.080553782653872,4.632932074303437,3.997549255898786,3.55624907180634,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,8,0.4913758382124323
9,4.636516411652476,4.3687048655568095,5.039640589387819,5.122661176155717,3.8404848766217525,3.8179262855918883,6.559647648268205,3.55624907180634,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,9,0.5236416957807751
10,4.702605602110248,4.377675019061362,4.6401096763764835,4.687655260644276,4.009118644610923,4.042015396575722,5.6222321856462285,3.773840506878967,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,10,0.5082417476445179
11,4.218789824845992,4.330466061269118,4.6401096763764835,4.6401096763764835,3.830187223758869,3.8179262855918883,5.6222321856462285,4.058749412335524,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,11,0.4983677583131338
12,4.725325678610332,4.377675019061362,4.6401096763764835,4.687655260644276,4.125176774074499,4.110148564842167,4.254145101293954,3.773840506878967,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,12,0.49178454411812406
13,4.576761669132052,4.321783818169317,5.039640589387819,5.073248982030639,4.025473257461225,3.7837423648356534,6.559647648268205,4.095275288360638,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,13,0.5312063666969402
14,4.573322585165282,4.377675019061362,4.654572905688447,4.590600576597117,4.030180260138753,5.615142760859909,4.307428525192248,4.095275288360638,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,14,0.5137542272149926
15,4.536024043742306,6.64371191305668,4.650943482287755,4.594081145332079,3.8592079301271127,4.042015396575722,4.293214665972546,3.6473231666090586,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,15,0.5140706200653277
16,4.8118346718650065,5.002165883969156,4.650943482287755,4.590600576597117,4.10269275992312,4.110148564842167,5.142909859999522,4.135283260524822,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,16,0.5180398386885874
17,4.26520028980295,4.313153513025878,4.552858482605567,4.632932074303437,3.8404848766217525,4.078114737202455,5.068399582369243,3.773840506878967,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,17,0.48938801620658456
18,4.680237789081794,5.034902670381156,5.14801675043261,4.6655162833750286,4.0372696849250715,3.8845560792564076,4.287568102831404,3.773840506878967,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,18,0.5033755684535722
19,4.654572905688447,4.563054249711454,4.559647648268205,4.6401096763764835,3.8592079301271127,4.110148564842167,4.293214665972546,3.6240099986141314,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,19,0.48625554870650056
20,4.6222321856462285,4.26520028980295,4.608088003325959,5.142909859999522,5.0491633635063256,3.8845560792564076,4.293214665972546,4.135283260524822,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,20,0.5103024193707749
21,4.353877447879171,5.034902670381156,4.6401096763764835,4.6655162833750286,3.8592079301271127,4.632932074303437,5.6222321856462285,4.058749412335524,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,21,0.5225886048414181
22,4.26520028980295,4.23500005202725,4.7139209153380826,4.632932074303437,3.8931054082210874,4.068399582369243,4.287568102831404,3.6116110698896557,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,22,0.47780527899978026
23,4.573322585165282,4.296046256755709,5.034902670381156,4.519383778054478,3.830187223758869,3.8845560792564076,4.287568102831404,3.6473231666090586,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,23,0.4829862086969574
24,4.654572905688447,4.64371191305668,4.64371191305668,5.073248982030639,4.009118644610923,4.078114737202455,4.3275661707633235,3.5579473592783657,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,24,0.4959501808189778
25,4.353877447879171,4.26520028980295,5.248649113539102,5.030180260138753,4.10269275992312,4.078114737202455,4.324672097494144,3.773840506878967,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,25,0.49863217983786967
26,4.669182600572798,4.467389140416216,4.580208970750522,4.6401096763764835,4.009118644610923,4.068399582369243,4.353877447879171,4.058749412335524,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,26,0.49395241209885465
27,4.6401096763764835,5.063566428633299,4.6401096763764835,4.6655162833750286,3.981506413403063,3.8179262855918883,4.3657271657569146,4.095275288360638,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,27,0.4999433130001381
28,4.356830765268518,6.64371191305668,4.5393752532419445,5.122661176155717,4.519383778054478,3.7837423648356534,4.353877447879171,3.773840506878967,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,28,0.5257901949171897
29,4.218789824845992,4.330466061269118,4.5393752532419445,4.6401096763764835,3.830187223758869,5.615142760859909,4.293214665972546,4.135283260524822,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,29,0.5046604939017578
30,4.706367520906447,5.002165883969156,4.91252867148448,5.0539484260717025,5.058749412335524,4.110148564842167,5.068399582369243,3.6116110698896557,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,30,0.5318915618489035
31,4.353877447879171,4.563054249711454,4.69885346724914,5.142909859999522,4.025473257461225,6.764006146774392,5.142909859999522,3.6240099986141314,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,31,0.5431047920696676
32,4.26520028980295,4.313153513025878,4.687655260644276,4.6401096763764835,4.10269275992312,3.8179262855918883,4.307428525192248,3.773840506878967,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,32,0.48064367199599756
33,4.576761669132052,4.330466061269118,4.91252867148448,6.467389140416216,4.009118644610923,3.7837423648356534,5.844624606982676,3.6473231666090586,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,33,0.5325723588622271
34,4.6222321856462285,4.377675019061362,4.650943482287755,4.647323166609058,3.830187223758869,5.6655162833750286,4.353877447879171,3.6240099986141314,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,34,0.5070584895766935
35,4.353877447879171,4.3687048655568095,4.650943482287755,4.661859259766939,4.030180260138753,4.042015396575722,4.389722646825892,4.135283260524822,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,35,0.490913054287287
36,4.576761669132052,4.26520028980295,4.5393752532419445,5.0161050749270295,3.8931054082210874,4.632932074303437,4.287568102831404,3.5579473592783657,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,36,0.49284635712325714
37,4.27354763251647,4.590600576597117,4.5393752532419445,5.030180260138753,5.058749412335524,5.6655162833750286,4.287568102831404,4.135283260524822,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,37,0.5326980220786663
38,4.680237789081794,4.296046256755709,4.650943482287755,5.179043646053235,3.8592079301271127,4.042015396575722,4.389722646825892,4.058749412335524,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,38,0.49833085516543163
39,4.6401096763764835,4.284753087224351,4.680237789081794,4.632932074303437,4.112642420330726,6.333371792444529,4.287568102831404,3.5579473592783657,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,39,0.5177986622244328
40,4.8118346718650065,4.313153513025878,4.615142760859909,5.073248982030639,3.8404848766217525,5.51278104323023,4.353877447879171,4.058749412335524,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,40,0.5185032018228865
41,4.661859259766939,4.313153513025878,4.710139274795655,5.10765901281647,4.009118644610923,4.068399582369243,4.362755599225624,3.773840506878967,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,41,0.4962185126574088
42,4.725325678610332,4.23500005202725,4.721514064660313,5.10765901281647,4.10269275992312,3.8634018140133044,4.287568102831404,3.5579473592783657,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,42,0.49046692356673977
43,4.725325678610332,4.330466061269118,4.721514064660313,4.590600576597117,3.830187223758869,3.8179262855918883,5.6222321856462285,3.55624907180634,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,43,0.4988770012398853
44,4.26520028980295,4.284753087224351,4.7139209153380826,5.179043646053235,4.112642420330726,3.7837423648356534,4.353877447879171,4.135283260524822,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,44,0.4936891927650494
45,4.661859259766939,4.725325678610332,4.710139274795655,5.073248982030639,3.830187223758869,4.042015396575722,4.353877447879171,3.6116110698896557,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,45,0.49623748929022204
46,4.27354763251647,4.64371191305668,5.14801675043261,4.594081145332079,4.112642420330726,3.8179262855918883,4.353877447879171,4.095275288360638,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,46,0.49667422019983754
47,4.706367520906447,4.345053597492164,4.580208970750522,4.661859259766939,3.8931054082210874,3.8179262855918883,5.795715006501729,3.6240099986141314,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,47,0.5021331480434427
48,4.661859259766939,4.590600576597117,4.650943482287755,5.179043646053235,3.830187223758869,3.941054369665769,4.3657271657569146,3.6473231666090586,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,48,0.4942316662298482
49,4.680237789081794,4.3657271657569146,4.680237789081794,4.72914738956274,5.0491633635063256,4.110148564842167,4.293214665972546,3.7007283148695778,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,49,0.5047460458791219
50,4.590600576597117,4.284753087224351,4.650943482287755,4.72914738956274,3.8592079301271127,4.068399582369243,4.3275661707633235,3.6473231666090586,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,50,0.4841859645359877
51,4.353877447879171,4.725325678610332,4.559647648268205,5.179043646053235,4.10269275992312,4.110148564842167,4.254145101293954,3.5579473592783657,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,51,0.4938927829795999
52,4.661859259766939,4.654572905688447,4.608088003325959,5.025473257461225,4.080553782653872,4.632932074303437,4.3657271657569146,4.002165883969156,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,52,0.5107378757799115
53,4.353877447879171,4.347988888516711,4.580208970750522,4.519383778054478,4.025473257461225,4.110148564842167,4.287568102831404,3.7007283148695778,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,53,0.48088986211109097
54,4.590600576597117,4.654572905688447,4.710139274795655,4.519383778054478,3.830187223758869,3.8824266396950606,4.287568102831404,3.6473231666090586,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,54,0.48367942982300627
55,4.680237789081794,4.377675019061362,4.580208970750522,5.097743543951387,4.030180260138753,6.333371792444529,4.353877447879171,3.5579473592783657,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,55,0.5246254531763882
56,4.8118346718650065,4.725325678610332,4.650943482287755,5.097743543951387,4.025473257461225,3.8824266396950606,4.3657271657569146,4.058749412335524,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,56,0.5048823721050121
57,4.576761669132052,4.26520028980295,4.691378346686994,4.72914738956274,4.030180260138753,3.8845560792564076,4.353877447879171,4.058749412335524,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,57,0.4903073660059068
58,4.6401096763764835,4.590600576597117,4.691378346686994,5.030180260138753,3.8931054082210874,6.333371792444529,3.997549255898786,4.002165883969156,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,58,0.5269954281806508
59,4.636516411652476,4.313153513025878,4.615142760859909,5.044394119358453,4.030180260138753,3.8634018140133044,4.3275661707633235,3.6240099986141314,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,59,0.4883871414187121
60,4.218789824845992,4.347988888516711,5.14801675043261,5.002165883969156,4.030180260138753,3.8179262855918883,4.3275661707633235,3.6240099986141314,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,60,0.48926981439165845
61,4.590600576597117,6.64371191305668,4.650943482287755,5.097743543951387,4.10269275992312,4.042015396575722,4.287568102831404,3.7007283148695778,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,61,0.5261102310774628
62,4.744536282576167,4.321783818169317,4.552858482605567,4.6655162833750286,4.10269275992312,5.615142760859909,4.324672097494144,3.6116110698896557,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,62,0.5094260513635328
63,4.6222321856462285,5.034902670381156,4.91252867148448,4.72914738956274,4.112642420330726,3.941054369665769,4.293214665972546,4.002165883969156,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,63,0.5053028021459911
64,4.536024043742306,4.654572905688447,4.615142760859909,5.122661176155717,4.112642420330726,3.8824266396950606,4.3275661707633235,4.135283260524822,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,64,0.5015956179149533
65,4.307428525192248,4.3687048655568095,4.687655260644276,4.72914738956274,5.0491633635063256,3.8179262855918883,4.3657271657569146,3.6240099986141314,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,65,0.4954083548739941
66,4.356830765268518,4.345053597492164,4.654572905688447,6.467389140416216,3.8404848766217525,4.110148564842167,4.307428525192248,4.058749412335524,0.001732446969985003,0.0007216000955164882,0.002454914329912376,0,66,0.5122867653739647
