,Background information value,Headwear information value,Mouth information value,Accessory information value,Eyes information value,Clothes information value,Fur information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,3.9523220248555244,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.461163892258535,0.9785202725895487,0.0,0,0,0.5432382206878149
1,3.4500844463780447,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.539519529959989,0.9785202725895487,0.0,0,1,0.5341075220323634
2,3.469130202068591,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.512925319948276,0.9785202725895487,0.0,0,2,0.5339449233106656
3,3.4500844463780447,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.576905945850098,0.9785202725895487,0.0,0,3,0.5349128502722856
4,3.417347659966045,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.636660688370521,0.9785202725895487,0.0,0,4,0.5354948349991193
5,3.473931188332412,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.451662024491379,0.9785202725895487,0.0,0,5,0.532728687653895
6,3.469130202068591,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.952322024855524,0.9785202725895487,0.0,0,6,0.5434098202943903
7,3.9345655540513667,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.461163892258535,0.9785202725895487,0.0,0,7,0.5428557345082898
8,3.4250750219906556,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.556393348524385,0.9785202725895487,0.0,0,8,0.5339322756771795
9,3.8762013915373785,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.522840788813359,0.9785202725895487,0.0,0,9,0.5429270930006973
10,3.417347659966045,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.512925319948276,0.9785202725895487,0.0,0,10,0.5328294929465269
11,3.417347659966045,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.519528054772523,0.9785202725895487,0.0,0,11,0.5329717202418717
12,3.473931188332412,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.6547171824064915,0.9785202725895487,0.0,0,12,0.537102630676718
13,3.9523220248555244,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,3.8996950942043145,0.9785202725895487,0.0,0,13,0.5311438097061013
14,3.4500844463780447,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.636660688370521,0.9785202725895487,0.0,0,14,0.5362000071306061
15,3.9345655540513667,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.519528054772523,0.9785202725895487,0.0,0,15,0.5441129373492917
16,3.925768605814208,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.454822365384707,0.9785202725895487,0.0,0,16,0.5425296416955401
17,3.9523220248555244,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.490050853695689,0.9785202725895487,0.0,0,17,0.5438604650313021
18,3.8762013915373785,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.50635266602479,0.9785202725895487,0.0,0,18,0.5425719278801903
19,3.9930916306578226,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.539519529959989,0.9785202725895487,0.0,0,19,0.5458042575864351
20,3.4250750219906556,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.359934417467107,0.9785202725895487,0.0,0,20,0.5297004197637804
21,3.925768605814208,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.493296513199343,0.9785202725895487,0.0,0,21,0.5433584004038672
22,3.9345655540513667,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.6547171824064915,0.9785202725895487,0.0,0,22,0.54702500098583
23,3.9930916306578226,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.549620119928959,0.9785202725895487,0.0,0,23,0.5460218310057701
24,3.4500844463780447,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.952322024855524,0.9785202725895487,0.0,0,24,0.5429995620617387
25,3.9907961726701604,8.965784284662087,3.362899875943669,0.32192809488736235,3.1765767093147423,4.451662024491379,0.9785202725895487,0.0,0,25,0.5438623028508591
