,Background information value,Left Arm information value,Right Arm information value,Eyes information value,Hat information value,Sleeves information value,Upper Body information value,Legs information value,Feet information value,Mouth information value,Bag information value,Nose information value,Outerwear information value,Shoe Gum information value,Fannypack information value,Neck information value,Suspenders information value,Ears information value,Overhead information value,Special information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,0.9725628172931489,7.429731384421878,0.932912035198853,3.2270164478618955,5.895394956770689,0.27893363126895,6.795859283219775,4.580353247468567,4.50635266602479,0.6206008374744217,0.21022902268994215,0.07278619160701472,0.123748288137177,0.07917317281108584,0.12311966283708325,0.11029284156021267,0.034751343155765516,0.2276920250415966,0.02620507034739392,0.0060720794834001396,1.512925319948276,0,1,0.4715172943993269
1,0.9725628172931489,1.0185857004000314,4.921390165303634,3.643856189774725,1.158429362604483,0.27893363126895,5.23242994404826,5.587272661408357,4.493296513199343,0.6206008374744217,0.21022902268994215,0.07278619160701472,0.123748288137177,0.07917317281108584,0.12311966283708325,0.11029284156021267,0.034751343155765516,0.2276920250415966,0.02620507034739392,0.0060720794834001396,2.1240627035336246,0,2,0.3878525558087816
2,0.9725628172931489,4.658355759469839,0.932912035198853,3.5700359564830535,1.158429362604483,0.27893363126895,5.50635266602479,5.442222328605074,3.643856189774725,4.39896913065119,0.21022902268994215,0.07278619160701472,0.123748288137177,0.07917317281108584,0.12311966283708325,0.11029284156021267,0.034751343155765516,0.2276920250415966,0.02620507034739392,0.0060720794834001396,1.512925319948276,0,3,0.41312387133586503
3,0.9725628172931489,1.0185857004000314,0.932912035198853,3.5700359564830535,4.895394956770689,0.27893363126895,5.717856771218502,4.594225422050124,4.39896913065119,4.194955238629597,0.21022902268994215,0.07278619160701472,0.123748288137177,0.07917317281108584,0.12311966283708325,0.11029284156021267,0.034751343155765516,0.2276920250415966,0.02620507034739392,0.0060720794834001396,1.8804446153047176,0,4,0.41785969389951855
4,0.9725628172931489,1.0185857004000314,0.932912035198853,3.3748230433194877,1.158429362604483,0.27893363126895,5.50635266602479,6.733123527871812,5.573466861883326,0.6206008374744217,0.21022902268994215,0.07278619160701472,0.123748288137177,0.07917317281108584,0.12311966283708325,0.11029284156021267,0.034751343155765516,0.2276920250415966,0.02620507034739392,0.0060720794834001396,2.1240627035336246,0,5,0.3659093326472774
5,0.9725628172931489,1.0185857004000314,0.932912035198853,5.587272661408357,5.748553568441418,0.27893363126895,6.243318260190996,4.461163892258535,3.6259342817774622,3.522840788813359,0.21022902268994215,0.07278619160701472,0.123748288137177,0.07917317281108584,0.12311966283708325,0.11029284156021267,0.034751343155765516,0.2276920250415966,0.02620507034739392,0.0060720794834001396,1.8804446153047176,0,6,0.4405529986787414
6,0.9725628172931489,1.0185857004000314,5.12784104277106,6.7027498788282935,5.930160374931366,2.9456377115503107,5.733123527871812,3.5942254220501244,4.493296513199343,0.6206008374744217,7.333516069162574,4.423526234895169,0.123748288137177,0.07917317281108584,0.12311966283708325,0.11029284156021267,0.034751343155765516,0.2276920250415966,0.02620507034739392,0.0060720794834001396,3.1661788622094176,0,7,0.6591211952267958
7,3.2736919092345147,1.0185857004000314,4.088040034713085,3.5700359564830535,5.368849142274855,0.27893363126895,6.380821783940931,3.6547171824064915,3.7602353734890532,0.6206008374744217,0.21022902268994215,0.07278619160701472,0.123748288137177,0.07917317281108584,0.12311966283708325,0.11029284156021267,0.034751343155765516,0.2276920250415966,0.02620507034739392,0.0060720794834001396,1.512925319948276,0,8,0.4312506098503242
8,0.9725628172931489,1.0185857004000314,5.12784104277106,3.5700359564830535,1.158429362604483,0.27893363126895,6.7027498788282935,3.622376462364273,3.643856189774725,0.6206008374744217,0.21022902268994215,0.07278619160701472,0.123748288137177,0.07917317281108584,0.12311966283708325,0.11029284156021267,0.034751343155765516,0.2276920250415966,0.02620507034739392,0.0060720794834001396,2.1240627035336246,0,9,0.37272840579940414
9,0.9725628172931489,1.0185857004000314,0.932912035198853,3.643856189774725,1.158429362604483,0.27893363126895,6.480357457491845,5.930160374931366,3.6259342817774622,0.6206008374744217,0.21022902268994215,0.07278619160701472,0.123748288137177,0.07917317281108584,0.12311966283708325,0.11029284156021267,0.034751343155765516,0.2276920250415966,0.02620507034739392,0.0060720794834001396,2.1240627035336246,0,10,0.34708872642483285
