,character rarity score,nose rarity score,mouth rarity score,eyes rarity score,earrings rarity score,neck rarity score,whiskers rarity score,hat rarity score,burned rarity score,Trait count rarity score,Rarity score,Token Id
0,9.823182711198427,4.962779156327543,7.087172218284904,5.189413596263622,1.1103708638685321,8.818342151675484,3.345600535296086,15.174506828528072,2.817695125387433,1.0,59.329063186830105,0
1,8.873114463176575,4.962779156327543,6.81663258350375,5.189413596263622,1.1103708638685321,1.5299877600979193,3.345600535296086,1.9080328181644723,2.817695125387433,1.0,37.55362690208594,1
2,8.51063829787234,4.962779156327543,6.844626967830253,12.642225031605562,1.1103708638685321,1.5299877600979193,2.1362956633198036,9.775171065493646,2.817695125387433,1.0,51.32978993180303,2
3,9.823182711198427,4.71253534401508,6.901311249137336,19.011406844106464,1.1103708638685321,8.984725965858042,8.936550491510276,1.9080328181644723,2.817695125387433,1.0,65.20581141324605,3
4,8.51063829787234,5.083884087442806,6.901311249137336,5.537098560354374,1.1103708638685321,1.5299877600979193,2.1362956633198036,1.9080328181644723,2.817695125387433,1.0,36.53531442564501,4
5,9.823182711198427,5.083884087442806,7.199424046076314,5.205622071837585,1.1103708638685321,1.5299877600979193,2.1362956633198036,1.9080328181644723,2.817695125387433,1.0,37.814495147393295,5
6,7.59301442672741,5.083884087442806,7.199424046076314,5.178663904712584,1.1103708638685321,1.5299877600979193,2.1362956633198036,7.698229407236337,1.550147263990079,1.0,40.08001742347178,6
7,8.873114463176575,5.136106831022085,6.81663258350375,5.537098560354374,1.1103708638685321,8.984725965858042,10.559662090813093,1.9080328181644723,2.817695125387433,1.0,52.74343930214835,7
8,6.406149903907752,5.083884087442806,6.901311249137336,5.178663904712584,1.1103708638685321,1.5299877600979193,2.1362956633198036,18.214936247723134,2.817695125387433,1.0,50.3792948055973,8
9,8.873114463176575,5.083884087442806,6.81663258350375,5.537098560354374,1.1103708638685321,8.818342151675484,2.1362956633198036,1.9080328181644723,2.817695125387433,1.0,44.10146631689323,9
10,6.406149903907752,5.130836326321191,7.087172218284904,12.642225031605562,1.1103708638685321,1.5299877600979193,2.1362956633198036,1.9080328181644723,2.817695125387433,1.0,41.76876571095757,10
11,8.51063829787234,5.083884087442806,7.087172218284904,5.189413596263622,1.1103708638685321,1.5299877600979193,3.345600535296086,1.9080328181644723,1.550147263990079,1.0,36.31524744128076,11
12,8.51063829787234,4.71253534401508,6.81663258350375,153.84615384615384,1.1103708638685321,1.5299877600979193,3.345600535296086,1.9080328181644723,2.817695125387433,1.0,185.59764717435948,12
13,6.406149903907752,5.136106831022085,7.199424046076314,5.189413596263622,1.1103708638685321,11.402508551881414,2.1362956633198036,7.698229407236337,2.817695125387433,1.0,50.09619398896329,13
14,7.59301442672741,4.962779156327543,7.087172218284904,22.371364653243848,1.1103708638685321,8.818342151675484,8.936550491510276,1.9080328181644723,2.817695125387433,1.0,66.6053219051899,14
15,7.017543859649123,5.136106831022085,7.097232079488999,5.178663904712584,1.1103708638685321,8.984725965858042,2.1362956633198036,44.642857142857146,2.817695125387433,1.0,85.12149143616374,15
16,6.5231572080887155,4.71253534401508,7.097232079488999,19.011406844106464,1.1103708638685321,11.402508551881414,8.936550491510276,1.9080328181644723,2.817695125387433,1.0,64.51948932651139,16
17,8.51063829787234,4.962779156327543,6.81663258350375,5.205622071837585,1.1103708638685321,1.5299877600979193,2.1362956633198036,1.9080328181644723,1.550147263990079,1.0,34.73050647898202,17
18,9.823182711198427,5.136106831022085,6.81663258350375,5.189413596263622,1.1103708638685321,1.5299877600979193,2.1362956633198036,1.9080328181644723,1.550147263990079,1.0,36.20017009142869,18
