,Hats rarity score,Mouth rarity score,Eyes rarity score,Clothes rarity score,Body rarity score,Background rarity score,1 of 1 rarity score,Trait count rarity score,Rarity score,Token Id
0,25.0,14.306151645207438,20.0,113.63636363636363,2.506265664160401,50.0,1.0006003602161297,1.0006003602161297,227.44998166616372,0
1,33.333333333333336,11.123470522803116,9.523809523809524,12.062726176115802,2.506265664160401,5.555555555555555,1.0006003602161297,1.0006003602161297,76.10636149620998,1
2,40.0,11.123470522803116,20.04008016032064,61.7283950617284,3.3444816053511706,5.561735261401558,1.0006003602161297,1.0006003602161297,143.7993633320372,2
3,77.51937984496124,10.0,20.0,60.6060606060606,5.025125628140703,50.0,1.0006003602161297,1.0006003602161297,225.1517667995948,3
4,76.92307692307692,11.123470522803116,9.523809523809524,136.986301369863,2.506265664160401,5.561735261401558,1.0006003602161297,1.0006003602161297,244.6258599855468,4
5,33.333333333333336,11.123470522803116,15.384615384615383,60.6060606060606,5.025125628140703,12.5,1.0006003602161297,1.0006003602161297,139.9738061953854,5
6,33.333333333333336,11.11111111111111,9.523809523809524,62.5,3.3444816053511706,12.51564455569462,1.0006003602161297,1.0006003602161297,134.32958084973205,6
7,33.333333333333336,10.0,15.384615384615383,400.0,5.025125628140703,12.51564455569462,1.0006003602161297,1.0006003602161297,478.25991962221633,7
8,40.0,33.333333333333336,16.666666666666668,59.880239520958085,5.025125628140703,12.5,1.0006003602161297,1.0006003602161297,169.40656586953108,8
9,33.333333333333336,11.11111111111111,9.523809523809524,68.02721088435375,2.506265664160401,5.561735261401558,1.0006003602161297,1.0006003602161297,132.06466649860195,9
10,40.0,16.69449081803005,9.532888465204957,60.24096385542168,3.3444816053511706,5.555555555555555,1.0006003602161297,1.0006003602161297,137.36958101999568,10
11,33.333333333333336,33.44481605351171,15.384615384615383,62.5,5.025125628140703,5.561735261401558,1.0006003602161297,1.0006003602161297,157.250826381435,11
12,40.0,68.9655172413793,9.532888465204957,47.39336492890995,2.506265664160401,12.5,1.0006003602161297,1.0006003602161297,182.8992370200869,12
13,111.11111111111111,11.123470522803116,9.523809523809524,61.7283950617284,2.506265664160401,12.5,1.0006003602161297,1.0006003602161297,210.49425260404485,13
14,76.92307692307692,11.11111111111111,16.666666666666668,61.7283950617284,2.506265664160401,12.51564455569462,1.0006003602161297,1.0006003602161297,183.4523607028704,14
15,40.0,11.11111111111111,9.523809523809524,80.64516129032258,2.506265664160401,12.51564455569462,1.0006003602161297,1.0006003602161297,158.30319286553052,15
16,40.0,11.11111111111111,20.0,142.85714285714286,5.025125628140703,12.51564455569462,1.0006003602161297,1.0006003602161297,233.51022487252158,16
17,40.0,10.0,9.523809523809524,133.33333333333334,2.506265664160401,5.555555555555555,1.0006003602161297,1.0006003602161297,202.92016479729108,17
18,33.333333333333336,16.69449081803005,50.5050505050505,36.36363636363637,5.025125628140703,12.51564455569462,1.0006003602161297,1.0006003602161297,156.43848192431787,18
19,76.92307692307692,10.0,9.523809523809524,60.6060606060606,5.025125628140703,50.0,1.0006003602161297,1.0006003602161297,214.07927340152003,19
20,40.0,14.285714285714285,66.66666666666667,62.5,3.3444816053511706,12.51564455569462,1.0006003602161297,1.0006003602161297,201.31370783385904,20
21,333.3333333333333,11.123470522803116,20.0,62.5,5.025125628140703,12.5,1.0006003602161297,1.0006003602161297,446.4831302047094,21
22,25.0,14.306151645207438,9.532888465204957,43.47826086956522,3.3444816053511706,5.561735261401558,1.0006003602161297,1.0006003602161297,103.22471856716258,22
23,25.0,11.123470522803116,9.532888465204957,60.24096385542168,5.025125628140703,5.561735261401558,1.0006003602161297,1.0006003602161297,118.48538445340425,23
24,40.0,76.92307692307692,33.333333333333336,36.36363636363637,2.506265664160401,12.5,1.0006003602161297,1.0006003602161297,203.6275130046393,24
25,40.0,10.0,20.0,60.24096385542168,3.3444816053511706,12.5,1.0006003602161297,1.0006003602161297,148.08664618120514,25
26,76.92307692307692,11.11111111111111,9.532888465204957,384.61538461538464,2.506265664160401,12.51564455569462,1.0006003602161297,1.0006003602161297,499.205572055065,26
