,Heart Number rarity score,Birthday rarity score,Headwear rarity score,Clothing rarity score,Eyes rarity score,Head rarity score,Fur rarity score,Nose Piercing rarity score,Haircut rarity score,Accessory rarity score,Earrings rarity score,Eyewear rarity score,Jewellery rarity score,Enhanced Background rarity score,Tattoos rarity score,Face Addition rarity score,Teeth rarity score,Implants rarity score,Handmade rarity score,Duotone rarity score,Gadget rarity score,Trait count rarity score,Rarity score,Token Id
0,8192.0,303.4074074074074,273.06666666666666,264.258064516129,21.005128205128205,12.740279937791602,15.784200385356455,1.2545176110260337,1.8421407690577918,1.1761665470208185,1.3161953727506426,1.6078508341511286,1.1385684503127171,1.0683359415753781,1.5398496240601505,1.1412649763165228,1.047034764826176,1.0104847662513876,1.005523505584878,1.0446314715633767,1.0275965880582036,10.151177199504337,9109.633085540538,1
1,8192.0,455.1111111111111,292.57142857142856,234.05714285714285,22.321525885558582,1.7960973470730104,11.554301833568406,93.0909090909091,4.2533748701973,315.0769230769231,1.3161953727506426,1.6078508341511286,1.1385684503127171,1.0683359415753781,1.5398496240601505,1.1412649763165228,1.047034764826176,1.0104847662513876,1.005523505584878,1.0446314715633767,1.0275965880582036,4.7434858135495075,9639.52363675291,2
2,8192.0,327.68,210.05128205128204,204.8,19.32075471698113,1.7960973470730104,10.189054726368159,1.2545176110260337,4.2533748701973,1.1761665470208185,105.02564102564102,292.57142857142856,1.1385684503127171,1.0683359415753781,1.5398496240601505,1.1412649763165228,1.047034764826176,1.0104847662513876,1.005523505584878,1.0446314715633767,1.0275965880582036,4.7434858135495075,9384.885093369112,3
3,8192.0,273.06666666666666,256.0,195.04761904761904,9.330296127562642,1.7960973470730104,37.925925925925924,1.2545176110260337,1.8421407690577918,1.1761665470208185,1.3161953727506426,1.6078508341511286,1.1385684503127171,1.0683359415753781,1.5398496240601505,1.1412649763165228,1.047034764826176,1.0104847662513876,1.005523505584878,1.0446314715633767,1.0275965880582036,10.151177199504337,8992.537943536903,4
4,8192.0,481.88235294117646,167.18367346938774,210.05128205128204,39.196172248803826,13.023847376788554,37.925925925925924,1.2545176110260337,1.8421407690577918,1.1761665470208185,106.3896103896104,1.6078508341511286,1.1385684503127171,1.0683359415753781,1.5398496240601505,1.1412649763165228,1.047034764826176,1.0104847662513876,1.005523505584878,1.0446314715633767,1.0275965880582036,3.9046711153479503,9267.461501368121,5
5,8192.0,481.88235294117646,182.04444444444445,221.40540540540542,22.321525885558582,12.740279937791602,81.10891089108911,1.2545176110260337,1.8421407690577918,1.1761665470208185,1.3161953727506426,130.03174603174602,91.02222222222223,15.633587786259541,1.5398496240601505,1.1412649763165228,1.047034764826176,1.0104847662513876,1.005523505584878,1.0446314715633767,1.0275965880582036,4.7434858135495075,9448.339367355755,6
6,8192.0,303.4074074074074,80.31372549019608,227.55555555555554,13.1072,12.740279937791602,44.52173913043478,455.1111111111111,1.8421407690577918,1.1761665470208185,1.3161953727506426,1.6078508341511286,1.1385684503127171,1.0683359415753781,1.5398496240601505,1.1412649763165228,1.047034764826176,1.0104847662513876,1.005523505584878,1.0446314715633767,1.0275965880582036,3.9046711153479503,9348.62733335937,7
7,8192.0,455.1111111111111,256.0,186.1818181818182,186.1818181818182,13.191626409017713,39.196172248803826,52.851612903225806,1.8421407690577918,1.1761665470208185,1.3161953727506426,1.6078508341511286,1.1385684503127171,15.633587786259541,44.28108108108108,1.1412649763165228,1.047034764826176,1.0104847662513876,1.005523505584878,1.0446314715633767,1.0275965880582036,4.7434858135495075,9458.729771762575,8
8,8192.0,292.57142857142856,92.04494382022472,190.51162790697674,13.1072,1.7960973470730104,15.784200385356455,1.2545176110260337,1.8421407690577918,1.1761665470208185,1.3161953727506426,341.3333333333333,1.1385684503127171,1.0683359415753781,53.1948051948052,1.1412649763165228,1.047034764826176,1.0104847662513876,1.005523505584878,1.0446314715633767,1.0275965880582036,3.2754898040783686,9209.691587127621,9
9,8192.0,256.0,4.710753306497987,327.68,21.005128205128205,1.7960973470730104,35.1587982832618,1.2545176110260337,1.8421407690577918,1.1761665470208185,44.28108108108108,1024.0,91.02222222222223,1.0683359415753781,1.5398496240601505,1.1412649763165228,1.047034764826176,1.0104847662513876,1.005523505584878,1.0446314715633767,1.0275965880582036,3.2754898040783686,10014.08711681468,10
