,Mouth Props rarity score,Hat rarity score,Teeth rarity score,Skin rarity score,Eyes rarity score,Emotion rarity score,Clothing rarity score,Glasses rarity score,Necklace rarity score,Accessories rarity score,Nose rarity score,Jacket rarity score,Earrings rarity score,Legendary rarity score,Trait count rarity score,Rarity score,Token Id
0,77.46601941747574,37.11162790697674,3.918958742632613,14.533697632058288,135.23728813559322,5.579720279720279,41.12886597938144,1.6886772486772488,1.2567333438336747,1.127295846284261,1.0879465503136079,1.0217697528492764,1.0253148290927783,1.001631935726839,5.802909090909091,328.9884566915251,1
1,1.0616019159127195,43.60109289617486,1.559312096931796,8.150153217568947,7.931411530815109,5.6548547129695255,41.12886597938144,1.6886772486772488,1.2567333438336747,1.127295846284261,1.0879465503136079,1.0217697528492764,1.0253148290927783,1.001631935726839,3.4274054982817868,120.72406735481385,2
2,1.0616019159127195,63.832,1.559312096931796,18.95249406175772,7.8302257114818445,5.6548547129695255,77.46601941747574,34.541125541125545,1.2567333438336747,1.127295846284261,1.0879465503136079,1.0217697528492764,1.0253148290927783,1.001631935726839,3.213451469995973,220.63177718575128,3
3,1.0616019159127195,41.774869109947645,1.559312096931796,8.390115667718192,7.931411530815109,5.6548547129695255,5.6548547129695255,17.73111111111111,1.2567333438336747,1.127295846284261,1.0879465503136079,1.0217697528492764,1.0253148290927783,1.001631935726839,3.4274054982817868,99.70622861475785,4
4,1.0616019159127195,45.59428571428572,1.559312096931796,13.686106346483704,8.234262125902992,5.6548547129695255,37.63679245283019,18.818396226415096,1.2567333438336747,1.127295846284261,1.0879465503136079,1.0217697528492764,1.0253148290927783,1.001631935726839,3.213451469995973,141.97975531982814,5
5,1.0616019159127195,37.11162790697674,1.559312096931796,14.914018691588785,14.222816399286987,5.622973925299506,5.6548547129695255,1.6886772486772488,52.150326797385624,1.127295846284261,1.0879465503136079,1.0217697528492764,1.0253148290927783,1.001631935726839,3.4274054982817868,142.6775741075775,6
6,1.0616019159127195,43.129729729729725,1.559312096931796,13.9493006993007,7.8302257114818445,5.6548547129695255,41.3419689119171,1.6886772486772488,1.2567333438336747,1.127295846284261,1.0879465503136079,1.0217697528492764,1.0253148290927783,1.001631935726839,3.4274054982817868,126.16376878330286,7
7,1.0616019159127195,5.552540013917885,1.559312096931796,13.686106346483704,7.8302257114818445,5.622973925299506,5.6548547129695255,1.6886772486772488,1.2567333438336747,1.127295846284261,1.0879465503136079,1.0217697528492764,1.0253148290927783,1.001631935726839,28.395017793594306,77.57200202336898,8
8,1.0616019159127195,45.59428571428572,145.07272727272726,13.686106346483704,8.234262125902992,5.579720279720279,79.0,1.6886772486772488,1.2567333438336747,1.127295846284261,1.0879465503136079,1.0217697528492764,1.0253148290927783,1.001631935726839,3.213451469995973,309.65152463180635,9
9,1.0616019159127195,68.78448275862068,1.559312096931796,13.592844974446338,7.784390243902439,5.666903409090909,77.46601941747574,35.14977973568282,1.2567333438336747,27.8986013986014,1.0879465503136079,1.0217697528492764,1.0253148290927783,1.001631935726839,5.802909090909091,250.1602414533901,10
10,1.0616019159127195,5.552540013917885,1.559312096931796,14.914018691588785,14.222816399286987,5.666903409090909,43.840659340659336,19.088516746411486,1.2567333438336747,1.127295846284261,1.0879465503136079,1.0217697528492764,1.0253148290927783,1.001631935726839,3.4274054982817868,115.85446637018211,11
11,1.0616019159127195,53.91216216216216,75.27358490566039,8.150153217568947,14.613553113553113,5.5719273743016755,43.840659340659336,1.6886772486772488,1.2567333438336747,1.127295846284261,17.233261339092873,1.0217697528492764,1.0253148290927783,1.001631935726839,5.802909090909091,232.58123541628433,12
