,Credit Yield rarity score,Credits rarity score,Cool rarity score,Tech Skill rarity score,Attractiveness rarity score,Intelligence rarity score,Strength rarity score,Eyes rarity score,Ability rarity score,Race rarity score,Gender rarity score,Class rarity score,Status rarity score,Trait count rarity score,Rarity score,Token Id
0,4.396963123644252,65.38709677419355,106.6842105263158,53.3421052631579,101.35,53.3421052631579,61.42424242424243,11.853801169590643,126.68749999999999,1.6934001670843777,2.0683673469387753,36.19642857142857,1.0,1.0,626.4262206297542,1
1,1.3677462887989205,44.065217391304344,77.96153846153845,92.13636363636364,112.6111111111111,61.42424242424243,61.42424242424243,11.853801169590643,1.1254858411993338,1.6934001670843777,1.936007640878701,40.54,1.0,1.0,510.13915655635446,2
2,1.3677462887989205,19.490384615384613,96.52380952380952,92.13636363636364,126.68749999999999,101.35,72.39285714285714,11.324022346368716,1.1254858411993338,1.6934001670843777,2.0683673469387753,18.26126126126126,1.0,1.0,546.4211981700662,3
3,1.3677462887989205,22.274725274725277,96.52380952380952,88.13043478260869,106.6842105263158,77.96153846153845,88.13043478260869,11.016304347826086,92.13636363636364,1.6934001670843777,2.0683673469387753,18.26126126126126,1.0,1.0,608.2485963998795,4
4,1.3677462887989205,19.490384615384613,96.52380952380952,92.13636363636364,92.13636363636364,88.13043478260869,77.96153846153845,11.016304347826086,77.96153846153845,1.6934001670843777,1.936007640878701,17.324786324786324,1.0,1.0,579.6786778869815,5
5,1.3677462887989205,22.274725274725277,81.08,96.52380952380952,96.52380952380952,72.39285714285714,67.56666666666666,12.284848484848483,1.1254858411993338,6.602605863192182,1.936007640878701,17.324786324786324,1.0,1.0,479.0033485755721,6
6,1.3677462887989205,20.474747474747474,106.6842105263158,96.52380952380952,119.23529411764706,88.13043478260869,54.78378378378378,23.847058823529412,1.1254858411993338,6.602605863192182,1.936007640878701,16.479674796747968,1.0,1.0,539.1908594632589,7
7,1.3677462887989205,19.304761904761904,106.6842105263158,63.34374999999999,112.6111111111111,75.07407407407408,135.13333333333333,11.853801169590643,1.1254858411993338,8.929515418502202,2.0683673469387753,14.478571428571428,1.0,1.0,553.9747284431974,8
8,1.3677462887989205,19.304761904761904,69.89655172413794,126.68749999999999,75.07407407407408,92.13636363636364,81.08,11.016304347826086,1.1254858411993338,8.929515418502202,1.936007640878701,14.904411764705882,1.0,1.0,505.4587226412486,9
9,1.3677462887989205,35.56140350877193,84.45833333333334,126.68749999999999,72.39285714285714,67.56666666666666,88.13043478260869,11.016304347826086,1.1254858411993338,1.6934001670843777,2.0683673469387753,30.25373134328358,1.0,1.0,524.3222307693688,10
10,4.396963123644252,155.9230769230769,126.68749999999999,67.56666666666666,72.39285714285714,84.45833333333334,81.08,11.324022346368716,57.91428571428571,16.75206611570248,2.0683673469387753,101.35,1.0,1.0,783.9141387128741,11
11,1.3677462887989205,21.56382978723404,96.52380952380952,96.52380952380952,75.07407407407408,88.13043478260869,92.13636363636364,12.512345679012347,88.13043478260869,81.08,2.0683673469387753,16.479674796747968,1.0,1.0,673.5908902220062,12
12,1.3677462887989205,21.114583333333336,96.52380952380952,135.13333333333333,81.08,53.3421052631579,88.13043478260869,23.847058823529412,1.1254858411993338,6.602605863192182,2.0683673469387753,16.479674796747968,1.0,1.0,528.8152051966495,13
13,4.396963123644252,81.08,92.13636363636364,77.96153846153845,101.35,84.45833333333334,96.52380952380952,11.994082840236686,1.1254858411993338,1.6934001670843777,1.936007640878701,36.19642857142857,1.0,1.0,592.852413139517,14
14,1.3677462887989205,38.980769230769226,75.07407407407408,81.08,88.13043478260869,112.6111111111111,81.08,12.284848484848483,1.1254858411993338,20.474747474747474,2.0683673469387753,25.024691358024693,1.0,1.0,541.3022759931208,15
15,1.3677462887989205,22.274725274725277,119.23529411764706,88.13043478260869,69.89655172413794,75.07407407407408,54.78378378378378,11.517045454545455,1.1254858411993338,20.474747474747474,2.0683673469387753,16.479674796747968,1.0,1.0,484.4279309599548,16
16,1.3677462887989205,38.980769230769226,75.07407407407408,96.52380952380952,119.23529411764706,72.39285714285714,84.45833333333334,11.517045454545455,1.1254858411993338,1.6934001670843777,2.0683673469387753,25.024691358024693,1.0,1.0,531.461873879082,17
17,1.3677462887989205,17.62608695652174,88.13043478260869,92.13636363636364,67.56666666666666,106.6842105263158,67.56666666666666,11.016304347826086,1.1254858411993338,1.6934001670843777,2.0683673469387753,16.479674796747968,1.0,1.0,475.46140802373867,18
18,1.3677462887989205,38.980769230769226,106.6842105263158,84.45833333333334,112.6111111111111,88.13043478260869,77.96153846153845,12.284848484848483,1.1254858411993338,1.6934001670843777,1.936007640878701,32.693548387096776,1.0,1.0,561.9274342555833,19
19,4.396963123644252,126.68749999999999,77.96153846153845,112.6111111111111,84.45833333333334,53.3421052631579,106.6842105263158,12.284848484848483,1.1254858411993338,6.602605863192182,1.936007640878701,101.35,1.0,1.0,691.4407096492196,20
20,24.13095238095238,225.2222222222222,81.08,81.08,112.6111111111111,92.13636363636364,84.45833333333334,23.847058823529412,1.1254858411993338,6.602605863192182,1.936007640878701,144.78571428571428,1.0,1.0,881.0158551384966,21
21,4.396963123644252,65.38709677419355,81.08,112.6111111111111,112.6111111111111,75.07407407407408,67.56666666666666,11.324022346368716,1.1254858411993338,1.6934001670843777,1.936007640878701,28.152777777777775,1.0,1.0,564.9587166341097,22
22,1.3677462887989205,44.065217391304344,88.13043478260869,63.34374999999999,84.45833333333334,119.23529411764706,112.6111111111111,11.016304347826086,1.1254858411993338,20.474747474747474,2.0683673469387753,25.024691358024693,1.0,1.0,574.9214833935398,23
