,Character rarity score,Edition # rarity score,Token Benefit rarity score,Spectacular Type rarity score,Rarity rarity score,Gary Originally Owned rarity score,Access Remaining rarity score,Access Type rarity score,Just Art rarity score,Gifts Remaining rarity score,Redemptions rarity score,Trait count rarity score,Rarity score,Token Id
0,256.375,8.100315955766193,1.0909574468085106,43.63829787234043,8.727659574468085,1.1378009541772995,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,3.6611924312745447,327.9016897325536,0
1,256.375,43.45338983050847,1.0909574468085106,1.1294052863436124,5.454787234042554,8.256843800322061,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,3.6611924312745447,324.59204152701835,1
2,256.375,44.202586206896555,1.0909574468085106,1.1294052863436124,5.454787234042554,8.256843800322061,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,3.6611924312745447,325.34123790340647,2
3,256.375,43.824786324786324,1.0909574468085106,1.1294052863436124,5.454787234042554,8.256843800322061,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,3.6611924312745447,324.9634380212962,3
4,256.375,43.824786324786324,1.0909574468085106,1.1294052863436124,5.454787234042554,8.256843800322061,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,3.6611924312745447,324.9634380212962,4
5,256.375,8.100315955766193,1.0909574468085106,43.63829787234043,8.727659574468085,8.256843800322061,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,47.47685185185185,378.8363919992757,5
6,256.375,43.45338983050847,1.0909574468085106,1.1294052863436124,5.454787234042554,8.256843800322061,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,3.6611924312745447,324.59204152701835,6
7,256.375,43.63829787234043,1.0909574468085106,1.1294052863436124,5.454787234042554,8.256843800322061,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,3.6611924312745447,324.77694956885034,7
8,256.375,42.90794979079498,1.0909574468085106,1.1294052863436124,2.181914893617021,1.1378009541772995,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,1.4168278529980658,311.41032172245804,8
9,256.375,44.012875536480685,1.0909574468085106,1.1294052863436124,2.181914893617021,1.1378009541772995,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,1.4168278529980658,312.51524746814374,9
10,256.375,42.376033057851245,1.0909574468085106,1.1294052863436124,2.181914893617021,1.1378009541772995,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,1.4168278529980658,310.8784049895143,10
11,256.375,44.202586206896555,1.0909574468085106,1.1294052863436124,2.181914893617021,1.1378009541772995,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,1.4168278529980658,312.7049581385596,11
12,256.375,42.551867219917014,1.0909574468085106,1.1294052863436124,2.181914893617021,1.1378009541772995,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,1.4168278529980658,311.0542391515801,12
13,256.375,44.012875536480685,1.0909574468085106,1.1294052863436124,2.181914893617021,1.1378009541772995,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,1.4168278529980658,312.51524746814374,13
14,256.375,43.45338983050847,1.0909574468085106,1.1294052863436124,2.181914893617021,1.1378009541772995,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,1.4168278529980658,311.9557617621715,14
15,256.375,43.27004219409283,1.0909574468085106,1.1294052863436124,2.181914893617021,1.1378009541772995,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,1.4168278529980658,311.77241412575586,15
16,256.375,44.202586206896555,1.0909574468085106,1.1294052863436124,2.181914893617021,1.1378009541772995,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,1.4168278529980658,312.7049581385596,16
17,256.375,44.012875536480685,1.0909574468085106,1.1294052863436124,21.819148936170215,1.1378009541772995,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,1.4168278529980658,332.15248151069693,17
18,256.375,43.27004219409283,1.0909574468085106,1.1294052863436124,8.727659574468085,1.1378009541772995,1.029101856497742,1.0301356102461074,1.0535237312512842,1.0572164948453608,1.0004878048780488,1.4168278529980658,318.3181588066069,18
