,Type rarity score,Stage rarity score,Trait count rarity score,Rarity score,Token Id
0,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,0
1,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,1
2,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,2
3,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,3
4,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,4
5,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,5
6,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,6
7,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,7
8,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,8
9,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,9
10,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,10
11,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,11
12,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,12
13,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,13
14,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,14
15,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,15
16,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,16
17,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,17
18,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,18
19,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,19
20,37.44943820224719,4.786500718046913,1.3744329896907217,43.61037190998483,20
21,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,21
22,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,22
23,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,23
24,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,24
25,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,25
26,37.44943820224719,4.786500718046913,1.3744329896907217,43.61037190998483,26
27,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,27
28,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,28
29,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,29
30,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,30
31,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,31
32,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,32
33,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,33
34,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,34
35,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,35
36,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,36
37,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,37
38,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,38
39,175.42105263157893,4.786500718046913,1.3744329896907217,181.58198633931656,39
40,1.5333537800950774,4.786500718046913,1.3744329896907217,7.694287487832712,40
41,175.42105263157893,4.786500718046913,1.3744329896907217,181.58198633931656,41
